CustomMemory,SHAPMemory,FIMemory,FitestMemory,RandomMemory
0.6535148620605469,1.2236957550048828,1.2236957550048828,140.53549480438232,0.011697769165039062
0.25511837005615234,0.6795539855957031,0.6795539855957031,140.7532606124878,0.011697769165039062
0.2527141571044922,0.3453807830810547,0.3453807830810547,140.71665477752686,0.011697769165039062
0.24536800384521484,0.035083770751953125,0.035083770751953125,140.76677989959717,0.011697769165039062
0.48697948455810547,0.23664093017578125,0.23664093017578125,140.82883739471436,0.011697769165039062
0.24512863159179688,0.11831092834472656,0.11831092834472656,140.36819744110107,0.011697769165039062
0.2813405990600586,0.24634838104248047,0.24634838104248047,140.72059154510498,0.011697769165039062
0.4348745346069336,1.1150321960449219,1.1150321960449219,140.82549571990967,0.011697769165039062
0.24444007873535156,0.052237510681152344,0.052237510681152344,140.68250560760498,0.011697769165039062
0.2441120147705078,0.2503528594970703,0.2503528594970703,140.42050457000732,0.011697769165039062
0.2601461410522461,0.12010002136230469,0.12010002136230469,140.7620038986206,0.011697769165039062
0.2775106430053711,0.5163793563842773,0.5163793563842773,140.72574138641357,0.011697769165039062
0.24524497985839844,0.7160530090332031,0.7160530090332031,140.30657482147217,0.011697769165039062
0.24410438537597656,0.031627655029296875,0.031627655029296875,140.86581707000732,0.011697769165039062
0.42819881439208984,2.331003189086914,2.331003189086914,140.72173595428467,0.011697769165039062
0.24410438537597656,0.04509449005126953,0.04509449005126953,140.45712566375732,0.011697769165039062
0.29102230072021484,0.48970699310302734,0.48970699310302734,140.93580150604248,0.011697769165039062
0.29810047149658203,0.2160167694091797,0.2160167694091797,140.47141551971436,0.011697769165039062
0.24410438537597656,0.16887474060058594,0.16887474060058594,140.42841625213623,0.011697769165039062
0.2581367492675781,0.28016090393066406,0.28016090393066406,140.87639904022217,0.011697769165039062
0.26933956146240234,0.5233364105224609,0.5233364105224609,140.40087413787842,0.011697769165039062
1.0934734344482422,0.657196044921875,0.657196044921875,140.74074840545654,0.011697769165039062
0.3411550521850586,0.4494810104370117,0.4494810104370117,140.85511302947998,0.011697769165039062
0.2724752426147461,0.13555240631103516,0.13555240631103516,140.34775066375732,0.011697769165039062
0.28363609313964844,0.9735727310180664,0.9735727310180664,140.75286388397217,0.011697769165039062
0.2455282211303711,0.16547012329101562,0.16547012329101562,140.39980602264404,0.011697769165039062
0.32675743103027344,0.7283468246459961,0.7283468246459961,140.88524913787842,0.011697769165039062
0.30759334564208984,0.8915491104125977,0.8915491104125977,140.79381847381592,0.011697769165039062
0.8515739440917969,1.956700325012207,1.956700325012207,140.4520139694214,0.011697769165039062
