,custom_adaptation,custom_confidence,custom_score,score_diff,score_improvement[%],custom_time
0,"[0.00000000e+00 5.10255304e+00 0.00000000e+00 1.00000000e+00
 2.10000000e+01 1.64631171e+03 7.10000000e+01]","[0.95642582 0.93956405 1.         0.93933525 0.9490101  0.94796248
 0.94239265 0.92595512 0.900558   0.93981471 0.79416519 0.94      ]",293.89744696074723,,,537.2421352863312
1,"[0.00000000e+00 6.85165958e+00 0.00000000e+00 2.00000000e+00
 2.00000000e+00 3.63182005e+03 7.60000000e+01]","[0.96600406 0.90086864 1.         0.79301731 0.88898198 0.93673464
 0.82844901 0.91545894 0.87662427 0.93205603 0.99156874 0.93      ]",291.1483404242741,,,642.5036327838898
2,"[   0.            5.00838798    0.            3.           16.
 1016.80309572   28.        ]","[0.95509323 0.95177472 1.         0.9595078  0.96600813 0.97706639
 0.93281061 0.95199144 0.95356415 0.9700602  0.93010873 0.76      ]",291.9916120173052,,,713.22771525383
3,"[   0.            8.09771982    0.            2.           15.05761381
 1007.6581813    64.        ]","[0.96629135 0.86043993 1.         0.93590969 0.90641867 0.94644439
 0.92818091 0.91378858 0.93131254 0.93854063 0.94137675 0.65      ]",289.90228017756283,,,685.1506607532501
4,"[0.00000000e+00 5.09557719e+00 0.00000000e+00 2.00000000e+00
 2.00000000e+00 2.21593648e+03 1.00000000e+00]","[0.92720588 0.92381254 1.         0.97304767 0.92993414 0.82118081
 0.96787209 0.9364064  0.94592625 0.90438239 0.99462622 0.79      ]",292.90442281163166,,,677.0568633079529
5,"[0.00000000e+00 5.60454622e+00 0.00000000e+00 1.00000000e+00
 2.00000000e+00 1.02074740e+03 9.30000000e+01]","[0.96359066 0.91879491 1.         0.93407329 0.94460797 0.94927774
 0.93783898 0.92647231 0.93131264 0.94762119 0.92925316 0.78      ]",293.3954537805063,,,518.0101358890533
6,"[   0.            6.73385238    0.            2.           13.
 1002.20114105   59.        ]","[0.96584281 0.86043993 1.         0.93000261 0.93144793 0.96797796
 0.91567893 0.8927814  0.93131254 0.94584337 0.9625538  0.74      ]",291.2661476180045,,,622.0057814121246
7,"[   0.            7.09771982    0.            2.           14.
 1007.6581813    33.        ]","[0.96426825 0.89705695 1.         0.94011238 0.92233193 0.97781849
 0.91844431 0.91629977 0.93433764 0.95697684 0.9646529  0.73      ]",290.90228017756283,,,637.7815420627594
8,"[   0.            5.13510828    0.            3.            0.
 1022.50604734   81.        ]","[0.9816232  0.91363733 1.         0.94984906 0.96743462 0.96708035
 0.94950116 0.95628156 0.95415419 0.97400927 0.94944644 0.79      ]",291.86489171654085,,,641.8957557678223
9,"[   0.            5.04083447    0.            3.            4.
 1002.75787848   64.        ]","[0.95416051 0.94569361 1.         0.95556825 0.95612434 0.94474361
 0.94332414 0.94145942 0.95532086 0.94192879 0.9154737  0.77      ]",291.9591655268757,,,680.645608663559
