cruise speed,illuminance,req_0
3.6427,91.3976,True
1.5219,98.4061,True
3.2496,80.6658,False
1.7024,61.6425,True
0.465,91.4048,True
2.7093,33.6151,True
0.3434,68.6425,True
1.1034,79.9771,True
4.4437,79.8925,True
1.4601,78.0248,True
3.0705,71.037,True
3.9158,75.0901,True
3.1578,26.0544,False
0.9893,54.2201,True
4.4225,12.8792,False
4.7251,62.6264,True
2.1525,33.5655,True
1.7705,88.7864,True
2.4472,48.3813,True
4.3904,62.4506,True
3.9312,60.9614,False
3.2807,37.1069,False
0.6051,1.7434,True
3.6579,58.8459,False
3.898,54.8375,True
0.8269,73.9463,True
4.7015,91.7857,True
3.8997,51.8876,True
0.012,50.8333,True
4.0916,47.4345,False
1.2694,77.4045,True
3.9007,84.5801,True
4.6339,67.7572,False
0.4789,56.57,True
4.4062,1.3017,False
0.2554,24.8009,True
2.8818,25.3309,False
1.1513,55.7921,True
2.3858,4.9622,False
3.1708,46.8256,True
1.3391,30.3096,True
3.2958,32.1559,False
0.8609,23.7282,True
4.3229,7.2265,False
1.913,72.7314,True
4.0535,78.8851,True
3.2812,6.9688,True
3.824,27.4565,False
1.9917,93.0874,True
4.0862,92.3698,True
3.6661,36.2377,True
3.0311,39.9662,True
4.8772,43.3621,False
2.2562,93.6946,True
2.7824,72.3099,False
2.2992,73.2921,True
4.8039,10.8443,False
2.5518,77.7226,False
4.6304,42.2274,True
0.5707,69.6523,True
1.7257,87.1894,True
4.3041,17.0779,False
1.1291,54.7986,True
1.5124,31.3985,True
2.1403,12.6512,False
2.4098,71.9502,True
4.5651,85.8667,True
3.9501,22.6915,True
4.8472,17.6475,False
4.6151,85.4814,True
4.8522,67.2406,True
3.0778,6.9064,True
3.554,20.9886,False
2.2565,25.7156,True
0.5069,3.1944,True
4.3004,14.9763,False
3.7101,80.3967,True
0.9349,39.009,True
1.1224,87.7864,True
3.9966,23.7052,True
2.438,28.3691,True
2.3592,59.7442,True
0.0817,97.4657,True
0.4911,2.9745,True
1.7492,41.9181,True
3.2923,47.8542,True
3.8261,54.8145,True
1.5844,53.5216,True
4.8245,57.1833,True
2.5857,50.4346,True
3.5049,53.8893,False
0.3891,27.3306,True
1.7402,49.5893,True
1.7527,58.882,True
4.097,37.1961,False
0.6923,75.1422,True
2.7194,79.2498,True
2.5685,22.5575,True
1.6288,27.3761,True
1.2321,37.5003,True
3.4259,43.0976,True
1.2132,58.7517,True
0.408,78.5059,True
4.1477,27.0339,False
4.3318,87.8937,True
0.3871,77.7038,True
4.634,43.1937,True
0.9866,39.6107,True
2.6084,49.6514,True
2.6222,92.5424,True
3.683,88.1022,True
2.0162,11.9307,True
3.7131,93.4843,True
4.8698,35.4608,False
2.4062,68.6268,True
2.2178,53.0828,True
3.9745,85.079,False
4.9459,84.7568,True
2.9766,95.6717,True
3.9244,1.6688,False
2.565,25.615,True
0.4736,14.0319,False
2.4016,47.0547,True
3.0613,54.0491,True
1.5413,37.4404,True
4.0462,47.4908,True
0.7548,6.512,True
2.3817,33.4088,True
0.9119,0.3553,True
2.7798,41.7016,True
0.2457,48.2343,True
1.1805,26.5227,True
2.8518,66.1647,False
2.6621,80.1705,True
2.2286,60.1225,True
1.6306,0.5639,True
1.2982,99.7366,True
0.1126,40.5167,True
3.929,93.238,True
3.0959,82.0503,True
0.8097,56.0709,True
4.6797,94.8197,True
4.9676,67.0532,True
2.8131,60.0943,True
1.4227,58.1518,True
3.77,15.56,False
3.9993,69.9578,True
2.9809,1.7969,False
4.826,20.1753,False
1.2672,72.8512,True
2.2879,45.1242,True
2.0777,68.37,True
1.17,43.2782,True
1.8459,32.8089,True
0.705,55.1789,True
2.0738,37.8876,True
1.4444,54.647,True
1.7859,24.907,True
4.1826,47.9644,False
3.4494,12.2619,False
3.3355,69.1506,True
4.0736,33.0687,False
0.3641,53.8687,True
4.7908,56.5798,False
3.6887,54.8127,True
2.8211,11.0236,False
0.8529,7.3954,False
0.6797,96.7562,True
2.2039,62.5562,True
0.1255,52.0446,True
4.8158,19.1458,False
2.2418,27.9819,True
1.5802,46.9269,True
0.5708,27.0713,True
1.5337,32.4651,True
3.8039,1.4249,False
4.396,45.7568,True
3.6436,76.8457,True
3.9487,33.709,True
3.2948,65.7739,True
0.3562,27.6978,True
3.8945,39.7523,False
4.5426,15.0741,False
2.5547,49.7914,True
3.9726,19.5605,False
0.9107,39.0383,True
1.5858,40.343,True
4.8499,53.0077,True
2.1211,70.4171,True
1.2925,94.4456,True
0.4388,13.4026,True
1.5859,75.916,True
2.0114,91.9876,True
2.4747,96.0576,True
3.4186,54.2995,True
4.4873,83.6693,True
0.2477,77.9827,True
0.4178,22.665,True
3.1713,32.2853,True
4.8222,2.3254,False
4.4746,4.3097,False
2.2665,60.58,True
0.8534,7.3996,True
4.4876,67.5144,True
2.1195,71.3932,True
4.4241,61.7005,False
4.9803,40.0711,False
2.9752,14.7182,False
3.0125,59.0283,False
4.8096,12.4478,False
0.4863,51.4061,True
4.5715,79.3883,False
1.5922,46.9525,True
4.6921,45.1727,True
2.5556,81.0481,False
4.8522,17.8484,False
3.5919,34.6968,True
0.3902,90.1565,True
2.8804,1.0874,True
4.1015,78.6645,True
1.2597,35.1187,True
2.5787,49.4389,True
0.7012,88.5405,True
4.7657,74.0529,False
0.5371,49.3484,True
1.3969,66.3753,True
0.4507,11.4638,True
0.291,48.0397,True
2.1676,44.0535,True
1.8728,80.6123,True
1.6898,4.6408,False
1.5862,44.1029,True
1.0297,77.5588,True
3.8579,23.1277,False
3.3328,64.0843,True
2.302,65.5246,True
1.182,55.3808,True
4.1385,84.0545,True
3.613,49.2885,True
4.8313,72.056,True
1.8666,96.3257,True
4.5241,90.5689,True
3.1754,85.691,True
4.6207,8.1557,False
1.4402,55.161,True
1.2528,63.2173,True
4.7037,68.4728,True
1.0842,6.4633,True
0.5591,71.4704,True
4.5822,39.2813,True
4.187,40.1867,True
3.1503,38.305,True
2.1282,39.826,True
2.0882,86.9873,True
3.3687,41.2971,True
0.7766,11.7402,True
4.3285,37.6425,True
4.6747,73.8756,True
2.7787,78.358,True
4.9849,74.0533,False
3.4262,41.2469,True
4.4285,78.0248,True
2.3827,85.1664,True
4.3037,41.5407,False
2.7009,29.1928,True
0.0244,40.3638,True
2.2225,30.2461,True
4.0628,32.9357,False
4.98,2.3969,False
4.0898,29.5506,False
1.0024,6.2217,True
4.2803,14.4321,False
0.2854,70.4558,True
3.7603,50.3113,False
2.3784,17.8956,False
0.9928,6.6455,False
2.2892,34.7434,True
1.6863,58.7785,True
2.684,30.7934,True
1.8466,53.233,True
2.9149,24.6896,True
4.517,13.4798,False
3.5901,14.6286,False
1.8874,49.1828,True
2.4152,23.3604,False
0.9973,37.5009,True
0.0232,43.838,True
2.1521,71.2162,True
3.507,91.0008,True
4.8838,95.9728,True
2.4781,71.9292,False
4.4498,89.4048,True
3.5256,4.437,False
0.0207,7.0375,True
2.0991,25.6123,True
3.6806,66.6201,True
4.8846,30.8984,True
0.9571,35.4309,True
3.8469,46.9952,True
3.6122,52.2295,True
1.5612,58.8774,True
3.6227,46.114,False
1.8475,39.3538,True
3.1172,16.5899,False
0.202,46.4763,True
2.9347,20.385,True
2.5779,69.5719,False
3.9268,80.554,False
2.8054,96.6098,True
3.7776,39.9555,False
0.5535,67.9754,True
4.4638,45.9261,True
3.1846,64.7688,False
3.2066,67.2937,True
0.5678,17.7678,True
2.9196,25.2612,False
3.803,69.2476,True
2.1904,51.7629,True
4.8561,92.9789,True
1.6676,85.5345,True
2.6607,54.9135,True
3.1407,82.1093,False
4.6339,29.0593,True
3.2471,1.4012,False
4.5737,3.5852,False
1.4885,95.7625,True
1.1899,21.9682,True
0.7598,66.0825,True
1.2738,85.6932,True
0.6999,31.342,True
3.2684,46.1904,True
2.5294,4.5278,False
3.1902,34.0619,True
4.5641,32.9348,True
3.2873,56.6678,False
4.8817,21.6126,False
1.0098,81.4532,True
3.898,46.9578,False
3.8315,64.1601,True
3.3647,5.2473,False
4.9162,76.9111,True
0.0181,78.5025,True
2.1901,96.0241,True
0.8791,69.037,True
2.8918,58.5494,True
1.0596,24.5902,True
0.233,67.9788,True
1.4054,81.2375,True
1.6091,52.355,True
1.9432,35.5892,True
1.5797,71.4272,True
2.2945,21.7815,True
0.1439,49.119,True
1.6409,94.2893,True
3.0251,36.5009,False
2.885,0.0268,False
0.5799,36.3369,True
4.0367,57.4942,True
4.2075,20.7861,False
2.8108,15.0532,False
1.645,34.0377,True
3.6673,86.9705,True
0.6102,93.094,True
3.0249,83.0805,False
4.0956,57.5246,True
3.412,57.9662,True
0.765,48.542,True
2.5166,44.2187,True
4.3247,8.8468,True
3.928,63.3243,True
0.9005,9.2586,True
1.4516,96.3544,True
0.9292,52.8726,True
3.851,7.8343,False
3.1473,12.6611,False
0.2929,45.18,True
0.5526,61.7233,True
1.1521,7.9863,True
1.7918,39.5105,True
3.0127,93.2291,True
2.1337,29.2239,True
3.9521,28.7552,False
2.9882,95.3884,False
3.8394,74.014,False
0.6281,44.6684,True
1.0987,2.0837,True
0.6518,20.1634,False
4.458,86.1181,True
4.5883,52.346,False
2.5901,76.8925,True
4.1058,38.6606,True
2.9412,90.7354,True
0.0588,13.8908,True
4.2714,25.9058,False
3.2943,44.5191,True
3.8923,4.7548,False
2.5859,39.0886,True
1.4076,46.1227,True
4.9301,52.8787,False
4.7243,8.1261,False
2.0764,13.5585,True
4.7248,20.0747,False
4.8099,74.284,True
4.0151,27.2566,False
0.4123,84.7519,True
1.3282,75.681,True
4.0281,51.7878,True
1.165,55.9523,True
0.9733,68.2166,True
3.5706,83.67,True
3.3203,31.6363,False
2.1609,72.9455,True
0.2649,25.2004,True
1.6797,35.2351,True
1.1959,64.1721,True
4.1495,58.7791,True
2.4531,6.7354,False
3.1601,2.3531,False
4.9427,54.4328,True
2.274,26.7983,True
3.8963,45.5488,True
2.9625,83.1891,True
1.6976,75.915,True
3.7266,31.1747,True
3.7705,4.3059,False
4.522,1.5773,False
1.7822,21.6252,True
1.6635,75.0973,True
3.5436,54.3664,True
4.7615,58.4374,True
3.3145,27.899,False
3.7622,50.8457,True
3.6557,86.0971,False
1.7472,43.7196,True
3.6714,33.1876,True
0.5757,20.4179,True
3.4173,3.1304,False
2.16,8.4291,True
0.5295,19.2649,True
1.296,85.2929,True
0.7697,18.1856,True
4.8926,14.2625,True
2.8923,83.7043,True
1.8195,80.3535,True
3.3675,23.3989,True
2.2236,77.5358,True
1.5624,84.738,True
0.3423,60.558,True
0.7093,14.7405,True
4.3802,14.3591,False
1.0407,8.5968,True
4.3857,0.2393,False
3.5312,6.5597,False
3.814,26.8253,False
3.1989,19.3614,False
4.6618,69.7004,True
0.0751,49.9514,True
2.4944,72.0875,True
0.6369,33.5894,True
1.5591,59.3216,True
0.9344,6.1321,False
2.8617,52.6085,False
4.6279,98.7167,True
0.9164,23.6595,True
4.4371,45.1611,True
4.1592,4.7355,True
3.9595,76.6457,True
3.0234,87.1273,False
1.3376,97.1347,True
0.6868,32.5931,True
1.6207,35.1143,True
4.6875,48.512,True
4.4625,81.7404,False
3.2921,15.6788,False
3.9101,80.676,True
4.4854,10.7369,False
0.7644,17.3509,True
3.2408,52.822,True
2.8487,10.0543,False
1.0943,35.8209,True
1.0312,71.6967,True
4.673,46.5418,False
3.0988,90.2953,True
2.1132,26.6338,True
3.3797,35.5241,False
1.3821,28.6833,True
0.8275,5.7698,True
4.4302,7.7938,False
2.765,24.3548,True
3.4053,35.2126,True
0.26,28.1876,True
2.3886,97.3572,False
4.1527,44.499,True
4.6491,38.2414,False
0.6144,77.5706,True
3.1031,79.4796,True
0.4411,76.8714,True
1.1122,70.0475,True
0.6814,70.6985,True
0.0871,59.2496,True
0.7778,37.4291,True
3.6663,30.3633,True
4.6871,26.2038,True
2.6274,61.6513,True
1.955,28.0675,True
0.8345,44.881,True
0.1417,92.9778,True
0.34,96.988,True
3.8847,92.054,False
4.6009,44.3621,True
2.404,33.4755,True
3.9631,68.8762,True
3.5737,11.0815,False
3.5216,79.9698,False
3.8656,0.0443,False
2.5538,97.0484,True
0.0651,27.4828,True
1.1932,79.7975,True
1.5618,55.0401,True
3.4808,17.3779,False
2.9545,44.4123,True
0.9115,96.3929,True
3.038,33.7046,True
3.8217,81.2849,True
3.4567,53.0599,False
3.0898,26.4097,False
4.7916,76.6013,True
1.2497,60.787,True
1.5003,72.2308,True
1.3064,49.5615,True
2.5603,68.2414,True
0.8799,70.4067,True
1.7369,78.6332,True
0.8223,36.5149,True
3.4347,61.8865,True
1.5453,13.3267,True
3.2208,48.4879,True
1.124,30.9934,True
3.4849,21.0471,False
2.0202,23.3222,True
3.78,28.8848,True
0.6302,89.6096,True
0.7597,68.7824,True
3.8803,74.7439,True
0.8005,74.6278,True
0.9376,44.6986,True
2.538,70.3404,True
2.4277,72.1002,True
3.2468,50.0596,False
1.368,6.4022,True
4.6585,96.6139,True
1.5141,9.779,True
0.6345,11.057,True
4.6481,82.674,True
2.5118,52.8097,True
1.2545,55.0131,True
3.7997,79.685,True
1.7352,18.7431,True
4.7425,27.7178,False
3.997,53.2601,False
0.8125,82.0255,True
3.476,89.3813,False
4.9159,53.7116,True
3.5671,8.4336,False
4.3161,62.0548,True
1.849,3.4988,True
2.7979,99.5941,True
4.9658,43.8739,True
4.2003,45.5324,True
4.253,93.3831,True
2.7209,89.1223,True
1.133,55.5174,True
4.8324,43.4319,True
1.8441,66.8601,True
3.1597,29.9552,True
4.8674,74.0208,True
3.1476,33.08,False
4.1648,88.4803,False
4.3836,62.3222,True
3.3966,10.5487,False
1.7945,36.6638,True
3.647,41.5264,True
4.7636,80.8629,True
4.9642,88.4789,False
1.6794,67.5818,True
3.3356,27.5952,True
1.0113,87.2484,True
4.839,61.9648,True
1.9254,6.3095,True
2.5169,34.4062,True
3.6277,17.6621,False
4.5187,1.3232,False
0.5672,2.4587,False
1.6424,33.5363,True
0.8312,22.3774,True
1.4018,31.5634,True
0.4729,21.1086,True
1.0552,13.2315,True
1.0892,55.9188,True
0.052,45.8982,True
1.198,61.0043,True
1.0879,55.4206,True
4.6587,48.8927,True
1.3832,80.7828,True
1.3765,83.518,True
3.5986,88.3414,True
4.6027,89.9379,False
1.1109,32.189,True
2.6271,1.3047,False
3.1823,37.308,False
1.3821,51.2434,True
2.564,0.9748,False
3.1317,73.4056,True
2.8144,82.3959,True
1.1659,90.9164,True
0.155,20.0225,True
0.1669,36.3549,True
3.8408,64.7595,True
4.3249,4.8449,False
1.1111,44.43,True
2.2996,6.9621,False
2.9146,73.9129,False
0.6628,74.6237,True
0.6252,2.9765,False
3.3531,70.0299,True
1.6885,50.8342,True
3.4544,21.0053,False
1.6057,17.5937,True
1.2368,98.4769,True
3.2302,99.3957,True
3.7868,73.0962,False
4.242,23.864,False
0.4055,7.1882,True
1.896,71.5244,True
3.9705,32.6612,True
4.8985,73.7838,True
4.6477,72.2913,True
2.8903,93.6802,True
3.8449,27.7364,False
0.078,57.6396,True
4.9453,73.0351,False
1.9828,31.9959,True
1.0103,98.0951,True
3.0866,36.4847,True
4.6268,78.2809,True
3.2864,94.3931,True
2.5757,63.0593,True
4.2067,78.2551,True
3.308,51.8999,True
2.0776,30.5726,True
3.141,7.4169,False
1.2714,65.0314,True
3.0009,71.4849,True
3.9083,34.3936,True
1.961,96.1079,True
3.3185,99.6419,True
1.2803,48.6581,True
3.1607,14.6817,True
4.1939,87.3546,False
3.3109,29.2808,True
1.5307,29.5892,True
0.7517,59.6152,True
3.2849,42.6122,True
4.1359,61.3405,False
3.2627,23.3242,False
3.3822,97.5855,False
2.2603,54.0846,True
2.4344,82.6818,True
4.7974,63.5345,True
1.748,70.4842,True
1.0743,14.7331,True
4.6513,95.4579,True
3.264,48.7496,True
4.9498,57.4553,True
3.2253,47.3147,False
0.8646,59.974,True
3.724,6.8565,True
0.9043,55.8161,True
1.2333,64.8908,True
1.2432,97.5713,True
1.2697,35.639,True
2.7806,59.9396,True
3.2108,3.2739,True
2.4835,46.4809,True
4.6144,70.2018,True
4.9639,22.1363,False
3.0825,54.569,True
2.8396,76.226,True
3.0236,83.8869,True
3.7141,81.769,True
0.8764,12.1801,False
4.4584,70.526,True
3.5234,54.387,False
4.4129,68.7496,True
3.4011,79.2576,False
2.9027,83.2389,False
4.9354,74.9415,True
3.5325,11.1784,False
1.8596,13.5877,True
1.5422,30.5847,True
0.2385,32.7988,True
0.1859,0.7529,True
2.3244,28.9497,False
0.654,74.623,True
4.6737,78.9787,False
2.7182,61.8637,True
1.9068,58.2812,True
4.7664,10.3298,False
4.5285,36.3531,False
1.4498,70.4351,True
1.4886,12.0093,True
2.7939,5.739,False
0.767,36.4034,True
0.9249,2.2156,False
0.1813,70.2164,True
3.6621,19.1513,False
0.9328,38.4952,True
1.0578,44.0381,True
3.0549,1.2701,False
0.3318,84.225,True
3.4115,64.1204,False
1.8572,44.9939,True
0.2797,85.9233,True
0.3173,31.8607,True
2.2931,19.6821,True
0.7624,14.3284,True
0.8818,15.5282,True
0.5137,38.3593,True
2.8188,98.173,False
3.7702,19.0607,False
4.8875,24.7289,False
4.5263,36.1019,True
2.8823,94.462,False
3.1996,89.1467,True
3.9951,13.7681,False
2.1601,13.2746,True
4.0914,43.0871,True
3.8746,86.4363,False
2.2964,34.1338,True
2.5624,95.2854,True
2.2188,87.44,True
0.3334,14.4575,True
4.3664,47.6855,False
2.7133,85.5979,False
0.5138,25.9487,True
0.7085,35.3145,True
2.5954,99.3783,False
3.5374,60.8806,False
2.8649,93.9823,True
4.3604,24.6085,False
1.2518,46.7034,True
2.2515,96.9631,True
1.2714,57.6617,True
0.4747,86.2463,True
3.888,74.2777,False
3.972,63.2735,True
4.1014,98.6695,False
1.799,33.6159,True
0.7327,7.2668,True
3.4853,2.2695,False
0.6505,34.4589,True
2.3796,35.1664,False
4.4322,44.2717,True
3.9962,86.9085,True
3.7315,59.367,True
4.0807,63.7239,False
2.0371,36.94,True
2.3007,70.6012,False
1.5897,61.0118,True
0.5003,43.0418,True
0.5838,73.392,True
1.8192,59.9937,True
0.2917,61.1815,True
2.7676,2.8259,False
3.7159,55.6043,False
4.705,76.9967,True
0.4244,69.8199,True
2.699,32.8035,True
1.9088,29.671,True
0.2356,21.5094,True
3.0665,75.0255,True
1.4926,35.8683,True
1.236,79.536,True
1.7233,36.2613,True
0.9562,16.7226,False
1.8312,6.0123,True
4.7318,25.3821,True
1.4134,98.3093,True
3.6409,25.251,True
3.8614,3.4578,False
3.9846,7.0351,False
4.535,13.1244,False
2.4236,91.9899,True
3.9283,47.41,False
0.1944,71.6472,True
4.6684,39.9204,True
3.4102,50.2489,True
3.2077,36.4919,True
3.2675,87.0732,True
2.1306,34.052,True
2.4449,26.3346,True
0.3265,8.5668,True
4.3586,65.5933,True
4.459,79.972,False
0.8906,79.763,True
3.7693,49.6291,True
0.2845,84.2548,True
3.9374,53.9924,False
0.9808,43.5922,True
0.0692,75.368,True
2.0587,43.4767,True
0.7585,92.0104,True
3.2251,13.7825,False
4.4419,4.6449,False
3.6593,72.0318,True
0.9263,20.3195,True
4.5619,98.2317,False
1.9171,50.7717,True
4.796,23.9699,True
1.3496,56.8531,True
4.7393,10.9977,False
2.9422,33.465,True
1.6357,68.7923,True
1.1698,54.0949,True
2.1964,94.6078,True
1.8114,79.5238,True
4.5374,22.7773,False
1.7636,95.616,True
3.5788,69.0179,False
0.0537,97.8538,True
4.04,46.8311,True
1.7153,1.8433,True
2.1835,31.5121,True
3.6186,71.5439,False
0.1722,53.6999,True
3.1592,5.158,False
3.5805,95.1186,True
2.1367,95.4596,True
3.3235,38.8793,True
0.4782,69.3687,True
4.0465,22.5532,False
3.6667,65.267,True
1.1742,0.9898,False
4.3998,80.5631,False
3.823,18.4043,False
0.7562,59.5731,True
1.7878,71.7042,True
0.6836,96.1809,True
3.6079,95.5645,False
4.2065,76.8107,False
3.4184,11.9043,False
1.7114,38.0081,True
3.5365,50.4005,True
3.2131,48.8413,False
2.0481,96.3818,True
3.2914,44.6609,True
4.9705,55.5845,False
4.5774,37.7563,True
2.8457,86.9618,True
0.0945,0.3916,True
0.4659,40.0646,True
2.3428,21.421,False
1.7654,40.929,True
3.2331,48.7215,True
4.4401,21.3386,False
2.4981,74.3377,True
2.2472,97.4388,True
0.9832,12.5276,True
3.0683,71.2609,True
4.9918,8.2177,False
3.9696,19.2661,False
4.1114,22.7786,False
3.6755,95.8233,True
4.0153,68.4072,False
1.4003,28.7763,True
4.7962,18.0571,False
1.5375,37.7873,True
2.7565,59.5478,False
2.8897,66.2343,True
1.3262,83.1486,True
2.2714,66.2964,True
1.8501,17.2301,True
2.5678,3.273,False
1.6623,58.7362,True
1.0277,5.9588,True
3.5647,10.5605,False
3.5839,53.4703,True
0.9448,27.728,True
0.5531,86.6897,True
3.4866,83.3343,True
0.6399,87.295,True
1.498,36.1451,True
0.6746,46.2176,True
2.5529,99.5809,True
0.7919,99.0179,True
3.1182,64.0622,True
3.8618,1.4913,False
4.6894,8.62,False
4.9814,38.6225,True
1.2778,96.0792,True
2.7619,66.6646,True
4.2528,42.4668,True
0.5006,42.849,True
0.6423,71.2455,True
0.2973,81.9199,True
0.7366,13.9654,True
0.5936,96.3335,True
0.9224,60.8127,True
3.9657,53.3143,True
0.1987,60.9764,True
4.2154,69.8721,True
2.6886,97.1534,True
2.3958,31.1498,True
1.8805,7.3401,True
0.3721,43.8287,True
0.8085,17.453,True
0.3807,12.8479,True
0.5761,60.5696,True
4.7116,56.5791,False
4.4957,59.7243,True
1.7501,26.514,True
3.4439,12.2942,False
4.6994,67.7602,True
0.7206,56.61,True
0.397,49.8939,True
4.4038,70.8029,True
2.9019,70.3392,False
2.9475,3.9969,False
3.2872,25.7423,True
4.748,4.2878,False
2.3943,37.9373,True
0.6163,78.1456,True
0.5811,75.5401,True
2.3153,29.3121,False
1.8281,90.2089,True
0.7699,45.8599,True
0.978,58.5937,True
3.7635,51.6296,True
2.1502,73.5592,True
1.4724,27.0087,True
1.5899,18.5369,False
1.1814,93.4429,True
4.496,40.8988,True
1.6605,46.7831,True
1.7959,88.6798,True
4.9062,47.5091,False
1.2245,77.727,True
3.7853,10.7141,False
4.7906,56.5259,False
1.3198,83.858,True
3.2465,44.3114,True
3.0726,28.9982,True
3.182,88.3442,True
3.5198,47.3152,False
3.8735,89.8224,True
2.0088,14.829,True
2.2451,31.5682,True
0.2486,98.6377,True
0.1537,22.5239,True
0.9136,96.4075,True
0.8246,65.3299,True
1.4914,15.8419,True
4.9037,90.0876,True
4.2352,34.5243,True
0.8105,86.7511,True
3.2594,13.9306,False
1.3343,26.9884,True
4.4428,17.6415,False
0.4354,0.9855,True
1.5649,70.1492,True
0.6262,90.0949,True
2.6581,44.3642,True
0.91,38.5001,True
4.9175,78.3841,True
4.4848,29.8494,True
3.6651,48.1232,True
0.2318,81.5494,True
2.3221,2.8337,False
3.4511,2.3208,False
2.2856,33.6994,True
1.3556,90.4615,True
0.4488,89.9345,True
0.3204,78.5714,True
0.1842,19.5256,True
2.5207,48.6559,True
4.9513,26.6226,False
4.0012,47.564,False
3.7905,93.489,True
3.9805,10.3522,True
3.6518,27.0547,False
2.4446,5.925,False
4.8794,69.1123,True
0.2176,27.5199,True
1.0002,6.2314,False
1.0617,75.7373,True
3.6508,22.4243,False
4.2915,96.9729,False
1.8153,16.6233,False
1.2023,88.5795,True
1.4472,54.7434,True
3.994,90.1468,True
0.8425,48.1082,True
0.6018,11.1588,True
1.4738,18.039,True
1.4947,89.4245,True
1.1729,35.2283,True
0.5585,51.1762,True
2.9216,67.4235,True
1.6089,45.4318,True
1.8202,14.5145,True
1.1033,47.8745,True
3.4408,78.1047,True
2.5079,93.465,True
3.9702,54.3576,False
3.66,74.3098,True
2.6783,13.769,False
2.7697,51.8163,True
1.962,72.6431,True
1.8846,9.8433,True
0.5433,52.8806,True
1.3066,73.3845,True
1.7614,81.4649,True
1.4055,52.5185,True
2.9812,70.145,False
2.4793,42.3055,False
4.1271,10.0458,False
3.3111,73.7091,False
2.0292,75.1766,True
3.0983,79.405,True
1.3012,26.9238,True
3.4187,8.643,False
4.8867,11.3265,False
3.1297,63.5993,False
3.682,94.8566,True
3.2129,99.6036,True
0.443,30.5273,True
3.5951,22.656,True
0.4282,60.1219,True
4.3425,83.269,False
0.6251,60.8223,True
1.9274,69.1697,True
1.5199,33.8334,True
1.7269,50.4585,True
3.7675,92.2048,True
1.6935,27.1384,True
3.3781,76.3695,True
0.1446,48.74,True
0.2122,89.5134,True
1.5933,3.5591,True
3.9361,15.569,False
2.3061,39.7565,False
3.3849,14.0548,False
3.9779,9.9774,False
0.4771,38.9309,True
3.5357,14.1223,False
3.6059,17.236,False
1.7028,1.2696,False
2.7231,22.2356,False
4.0338,54.7358,True
0.4094,15.5552,True
0.1071,28.1389,True
2.9306,66.6886,True
4.5603,88.149,True
1.4289,22.9477,True
4.4985,17.2531,False
3.8768,74.8957,False
4.756,13.1704,False
2.1944,58.8951,True
1.6679,35.7552,True
4.1741,70.3627,True
2.0021,73.5775,True
2.8434,81.5798,False
2.2006,91.6701,True
3.9035,67.8984,True
0.0224,80.7041,True
3.1517,82.6351,False
0.7324,83.0303,True
2.5171,59.2023,True
2.4671,9.9518,False
2.6008,76.0767,False
3.1265,11.3033,False
4.5845,31.4813,True
3.2459,34.6675,True
2.5914,99.651,True
3.4143,99.7688,True
3.3656,81.6529,True
4.0698,45.3484,False
4.7614,50.3879,True
3.989,79.1695,True
0.3263,23.9578,True
0.13,72.477,True
4.4512,10.3528,False
4.5252,66.1623,True
2.3173,62.4439,True
2.6166,26.2522,True
3.5021,83.9444,True
4.2479,72.4998,True
2.3369,81.0459,True
1.177,25.6257,True
4.831,3.4858,False
1.1685,89.9382,True
0.7913,59.9417,True
4.4378,80.657,True
1.5443,1.1553,True
3.43,23.6228,False
2.367,56.7023,True
2.454,15.7016,False
2.169,59.1853,True
4.7837,71.0329,True
2.0575,63.7775,True
0.9282,77.5138,True
2.9757,44.4069,False
0.4017,34.8759,True
4.7331,74.9021,False
4.5097,22.2191,False
4.3146,5.9851,False
0.9419,5.7138,True
2.7717,36.7939,False
0.6817,31.245,True
1.8893,76.1958,True
2.7444,75.531,True
2.3142,17.1128,True
2.4436,5.8246,False
3.7775,80.3339,True
0.6032,90.6064,True
2.1266,5.8819,True
1.944,87.4594,True
4.9542,62.9315,True
1.2915,49.729,True
1.3375,30.6315,True
4.9114,69.4406,True
0.2774,4.1132,True
3.8728,15.9764,False
3.1838,61.866,True
2.4486,59.579,True
3.953,20.8947,False
2.4031,78.6733,True
0.6464,13.8528,True
1.3087,95.662,True
3.0862,35.9707,False
1.8016,31.2568,True
2.0584,5.7035,True
0.5641,90.1017,True
2.7578,24.0666,False
0.1324,37.1487,True
1.1744,57.087,True
3.8243,82.7185,True
4.511,62.0247,True
0.0467,17.3232,True
0.3341,60.1504,True
1.3214,98.5529,True
4.2604,90.0926,True
3.4926,30.6076,False
2.8426,5.079,False
3.9876,14.7718,False
4.7608,90.7602,True
3.9568,48.5671,False
2.9916,87.6608,False
0.2856,16.8812,True
2.4912,76.2241,True
1.4716,71.6235,True
2.6419,69.0518,False
0.4092,64.6416,True
4.7136,66.2469,True
1.7015,74.6033,True
3.8191,19.2509,False
3.7451,55.4845,True
2.635,89.9905,False
2.1748,9.2192,True
2.8675,29.6838,True
0.107,65.6779,True
3.145,40.8879,False
3.9085,34.6447,True
0.8132,83.0879,True
2.3695,44.3439,False
3.8779,24.8568,False
3.5625,50.9194,False
3.2307,29.4029,True
0.1028,9.251,False
4.3129,16.3985,False
4.532,67.6808,True
3.1203,40.0165,True
4.6078,43.995,True
3.934,81.9571,True
2.6177,60.8978,True
4.0572,92.5893,True
