CustomMemory,SHAPMemory,FIMemory,FitestMemory,RandomMemory,NSGA3Memory
0.22831344604492188,0.01986217498779297,0.01986217498779297,3.284769058227539,0.011697769165039062,5.433341026306152
0.22678565979003906,0.02148723602294922,0.02148723602294922,3.265378952026367,0.011697769165039062,5.084644317626953
0.2267627716064453,0.0287628173828125,0.0287628173828125,3.395388603210449,0.011697769165039062,5.263339996337891
0.2267627716064453,0.02266216278076172,0.02271556854248047,2.484551429748535,0.011697769165039062,5.277961730957031
0.2267627716064453,0.019982337951660156,0.019608497619628906,3.290102005004883,0.011697769165039062,7.047529220581055
0.2269611358642578,0.02413463592529297,0.02397441864013672,3.2697391510009766,0.011697769165039062,5.498863220214844
0.2267780303955078,0.02037334442138672,0.02005290985107422,3.263068199157715,0.011697769165039062,5.447487831115723
0.2267780303955078,0.03423881530761719,0.03423881530761719,4.068757057189941,0.011697769165039062,5.4225263595581055
0.2267780303955078,0.02419757843017578,0.02419757843017578,4.071645736694336,0.011697769165039062,5.241588592529297
0.22134876251220703,0.02575969696044922,0.02575969696044922,4.101357460021973,0.011697769165039062,8.04224681854248
0.2267627716064453,0.056702613830566406,0.056702613830566406,1.5210151672363281,0.011697769165039062,8.068296432495117
0.23690414428710938,0.023270606994628906,0.023270606994628906,1.5300025939941406,0.011697769165039062,8.317322731018066
0.23640918731689453,0.025800704956054688,0.025800704956054688,2.4978370666503906,0.011697769165039062,5.792239189147949
0.22677040100097656,0.02621746063232422,0.02621746063232422,2.4391565322875977,0.011697769165039062,4.978720664978027
0.2267932891845703,0.02003002166748047,0.01997661590576172,4.074074745178223,0.011697769165039062,5.193683624267578
0.2267627716064453,0.02053356170654297,0.02053356170654297,3.2097244262695312,0.011697769165039062,7.573076248168945
0.2267627716064453,0.02007579803466797,0.02012920379638672,3.9497480392456055,0.011697769165039062,4.924274444580078
0.2267627716064453,0.02116680145263672,0.02116680145263672,4.0686540603637695,0.011697769165039062,5.404323577880859
0.22134876251220703,0.03305244445800781,0.03305244445800781,4.039705276489258,0.011697769165039062,8.101351737976074
0.2267627716064453,0.02330303192138672,0.02330303192138672,3.827230453491211,0.011697769165039062,5.343052864074707
0.23036575317382812,0.040203094482421875,0.040203094482421875,3.7672605514526367,0.011697769165039062,8.008952140808105
