formation,flying_speed,countermeasure,weather,day_time,threat_range,#threats,req_0,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11
0.1987343035798095,5.314299843679922,0.0030819348581527,2.0,22.0,15986.3555,86.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9110439164369208,5.250949217554481,0.0250794045256206,4.0,21.0,17436.5609,41.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2480284138275604,5.281271796454745,0.0092561914933586,3.0,2.0,33469.789,1.0,True,True,True,True,True,True,True,True,True,True,True,True
0.5313452381804046,10.549961992945942,0.183263033155217,3.0,6.0,5668.7725,85.0,False,True,True,False,True,True,False,False,False,False,True,True
0.4037237927985704,5.284034940346113,0.1553225907792597,3.0,10.0,24438.4992,76.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0173738113410304,5.265103528082024,0.0452466229392129,1.0,17.0,19723.8846,76.0,True,False,True,False,False,True,False,True,True,True,True,True
0.2734897841006029,5.263722465532249,0.0729009511670778,1.0,19.0,29828.371,6.0,True,True,True,True,True,True,True,True,True,True,True,True
0.5822692014565948,5.2842641480271375,0.3160321406390656,1.0,18.0,6107.9024,19.0,True,True,True,True,True,True,True,True,True,True,True,True
0.508798460740793,5.266293758713097,0.0979492616358685,1.0,23.0,12411.9699,77.0,True,True,True,True,True,True,True,True,True,True,True,True
0.1796112750926286,5.273945631936273,0.1893255405870022,4.0,17.0,36374.0466,49.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0790274449552908,5.2888106379612,0.4088791578069333,2.0,18.0,34575.7425,80.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0573876938747213,5.280521665740416,0.4830361350109073,4.0,17.0,4015.8341,13.0,False,False,True,False,False,False,False,False,False,False,False,True
0.087362622963217,5.309839892661991,0.2343952545255725,2.0,13.0,15620.3749,89.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0130084295737858,5.284644363932512,0.0783076169731377,2.0,16.0,6682.8916,17.0,True,True,True,True,True,True,True,True,True,True,True,True
0.3606123793118828,5.265060128333616,0.0415737712072786,1.0,9.0,26241.2089,42.0,True,True,True,True,True,True,True,True,True,True,True,True
0.009045873770381,5.264920663516342,0.2653035266297388,1.0,3.0,38365.4169,42.0,True,True,True,True,True,True,True,True,True,True,True,True
0.268325726369757,5.283193227434869,0.0130343828048873,4.0,12.0,8673.1332,46.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0255248237106788,7.200860302404159,0.2686632038936195,3.0,1.0,37613.9969,50.0,True,True,True,True,True,True,True,True,True,True,True,True
0.5000101291949388,7.335277363442469,0.0084135822244971,3.0,0.0,15454.6175,56.0,True,True,True,True,True,True,True,True,True,True,True,True
0.4530196557599203,5.259184352242283,0.0143729382167026,1.0,1.0,39241.6583,77.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9359551660021732,7.345859087281752,0.4395596291398279,3.0,12.0,15807.6199,56.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9107012983895484,29.38538934839364,0.6158026389198293,2.0,4.0,36784.2707,96.0,True,True,True,True,True,True,True,True,True,True,True,True
0.6062897603958943,7.338588386568689,0.2734689264080127,2.0,10.0,13539.6287,73.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0027103138234612,5.284873902502969,0.1323017694860989,4.0,4.0,7807.9046,60.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9771118553592482,10.54847912300288,0.1103280779347215,3.0,3.0,19671.1355,95.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9500397948667468,5.280409616443155,0.1157873438045906,4.0,20.0,32533.0931,49.0,True,True,True,True,True,True,True,True,True,True,True,True
0.736423440792034,5.2634450400033685,0.4124577743793196,4.0,22.0,13094.8246,16.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0872063174245879,13.992657879268398,0.0523207447539287,3.0,10.0,1401.1133,78.0,True,True,True,True,True,True,True,True,True,True,True,True
0.6863724077836286,5.26613595301131,0.1140782672236565,2.0,21.0,27471.163,9.0,True,False,True,False,False,True,False,True,True,True,True,True
0.9718545608898568,7.341677216123124,0.3099847486320599,2.0,13.0,22182.1609,65.0,True,True,True,True,True,True,True,True,True,True,True,True
0.1739901436551939,5.309392245556756,0.0281961887541231,3.0,10.0,23098.9478,92.0,True,True,True,True,True,True,True,True,True,True,True,True
0.3815063241282108,5.265914677917197,0.2118614882676547,1.0,16.0,31921.0238,2.0,True,True,True,True,True,True,True,True,True,True,True,True
0.99820757664724,5.309945467442465,0.2217937793750544,4.0,23.0,30920.6856,87.0,True,False,True,False,False,False,False,False,False,False,False,False
0.1429859145451476,5.281094783972524,0.3972036118545687,4.0,15.0,18347.474,30.0,True,True,True,True,True,True,True,True,True,True,True,True
0.5692878351722066,48.95024996085196,0.289158499819891,4.0,9.0,25362.7319,75.0,False,True,True,False,True,True,False,True,False,True,True,True
0.9250289922334228,7.345851839195886,0.0243692995085753,2.0,6.0,14634.2469,77.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0324121522933256,5.2670575621983176,0.0053353442678863,1.0,14.0,2460.4182,10.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2920858175493733,5.281505550637503,0.0676465869518104,3.0,3.0,29518.3985,74.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2982415178571453,5.26971416375536,0.068968124964991,4.0,9.0,37531.57,24.0,True,True,True,True,True,True,True,True,True,True,True,True
0.1755149044471311,5.281723494733772,0.1157725544231303,4.0,13.0,28159.4903,18.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0905345208983576,5.286426195312944,0.0948167581315408,4.0,7.0,31984.8469,57.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9010210073810336,5.264988788318379,0.4890343380052721,2.0,21.0,9509.7598,14.0,True,False,True,False,False,False,False,False,False,False,False,False
0.5685757334458043,7.344952794629296,0.3726484321773173,3.0,15.0,6219.2418,9.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0588740968457917,5.269492546812825,0.0720652379892375,1.0,6.0,17544.0961,6.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2951311826584724,5.283221036350351,0.0234697368822694,4.0,14.0,19334.8582,3.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0185762021774095,5.28293322214647,0.4898071938833931,3.0,8.0,27684.4351,7.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9186017779775258,5.31694049935191,0.9739984599418032,2.0,4.0,21367.1683,99.0,True,True,True,True,True,True,True,True,True,True,True,True
0.1404801975274121,5.28438558020132,0.3010058202396943,4.0,16.0,32957.1864,10.0,True,False,True,False,False,False,False,False,False,False,False,True
0.9956418932174746,5.254023894655076,0.1916559624029006,4.0,19.0,27762.1362,48.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2784038716357658,5.286030888446767,0.2254351848801025,3.0,9.0,32136.0463,5.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9564368233293804,5.281789920028681,0.0028703270311589,4.0,20.0,34515.5059,6.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0773858743179294,5.287620427536815,0.0340389143205628,3.0,2.0,32371.0895,21.0,True,False,True,False,False,False,False,False,False,False,False,True
0.2589544076792933,5.282153458245037,0.1960801451507468,3.0,5.0,29394.6568,22.0,True,True,True,True,True,True,True,True,True,True,True,True
0.320642723021752,5.265824197224634,0.0686736759497653,1.0,13.0,38293.4386,14.0,True,True,True,True,True,True,True,True,True,True,True,True
0.1238491297862544,5.285293527098479,0.1486372898525213,4.0,1.0,12432.1431,19.0,True,True,True,True,True,True,True,True,True,True,True,True
0.033419315565011,5.259138311095275,0.0260717173541217,1.0,15.0,32019.4966,45.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2608118859321088,5.283881939222918,0.394954099034059,4.0,13.0,9617.3984,68.0,True,True,True,True,True,True,True,True,True,True,True,True
0.4618264713912615,5.2707921182133255,0.0051226148317029,1.0,5.0,12065.2441,7.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2450272251294783,5.284290672199476,0.0680772485645768,4.0,10.0,12593.6414,67.0,True,True,True,True,True,True,True,True,True,True,True,True
0.3844746841643256,27.108213615846715,0.4477892416624714,2.0,18.0,12899.8572,94.0,True,False,True,False,False,False,False,False,False,False,False,False
0.0069163751714039,5.30883743820826,0.0375829144073695,3.0,1.0,31076.618,95.0,True,True,True,True,True,True,True,True,True,True,True,True
0.8799638407875097,7.554150314550192,0.2301520366473142,3.0,8.0,6266.6762,85.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9295782016817856,5.264719513898484,0.0759902641930551,4.0,20.0,27400.7153,72.0,True,True,True,True,True,True,True,True,True,True,True,True
0.4606653243670025,5.282000780626724,0.0199670713524248,2.0,14.0,37639.1483,29.0,True,True,True,True,True,True,True,True,True,True,True,True
0.151554355249012,7.196814782821667,0.2705057088324147,3.0,0.0,26564.2734,55.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0261283442554475,5.565158668866346,0.0533784970559655,4.0,0.0,1808.612,4.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0200763205864058,5.280917856906807,0.4510905398205585,4.0,10.0,37455.7776,23.0,True,True,True,True,True,True,True,True,True,True,True,True
0.8746046343563191,11.349745319450234,0.0248794160052575,3.0,2.0,2297.1535,46.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0022070362637457,13.99669638508324,0.1091698334205711,3.0,7.0,4816.8753,71.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0305902209274142,5.288338727808582,0.0651498346305495,4.0,2.0,2667.0634,44.0,True,True,True,True,True,True,True,True,True,True,True,True
0.1704606414315445,5.288919991910805,0.2284723040312131,4.0,0.0,7498.9657,36.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0167178605123724,5.284321894811688,0.0262565791502655,4.0,3.0,16321.0887,67.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0492022433924037,5.267317316011781,0.162096107769381,1.0,7.0,22128.3862,76.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0112595487621591,5.286150610285591,0.1410670138141471,2.0,1.0,7689.904,15.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9117492080876308,5.313723179931921,0.97967641126747,3.0,21.0,29545.7896,100.0,False,True,True,False,True,True,False,False,False,False,False,False
0.6672973975204852,11.639831361529478,0.0680163422258639,2.0,11.0,14397.7431,83.0,True,True,True,True,True,True,True,True,True,True,True,True
1.0,7.863750217352754,0.0,3.0,3.0,18588.2204,9.0,True,False,True,False,False,True,False,True,True,True,True,True
0.8699845253808787,5.255415960927422,0.0288789130541678,1.0,19.0,11001.8175,42.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2321179319990831,5.282123191848678,0.2837785297824978,2.0,8.0,27867.8481,77.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9170625945703618,7.341942372012316,0.3098890023254153,3.0,9.0,21218.6341,75.0,True,True,True,True,True,True,True,True,True,True,True,True
0.8597885908825834,5.257214421373527,0.3490318125529171,4.0,18.0,10514.5781,36.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0851765795501919,5.282285205580298,0.220460945556525,2.0,10.0,25251.5799,22.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9930563968420004,5.284636185042295,0.0457478018453248,3.0,19.0,19298.2819,10.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2356507119330939,5.2803519091181546,0.0315477709999755,3.0,12.0,25377.2176,73.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0610695955480213,5.281275020154422,0.0315678148594758,2.0,11.0,38421.1407,73.0,True,True,True,True,True,True,True,True,True,True,True,True
0.228070906776823,8.093261734015886,0.4763557940061665,4.0,9.0,3942.477,65.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9642506352391208,5.310738067716044,0.8542029024677191,2.0,11.0,10244.5944,99.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9539393701786724,7.540053850136189,0.1594263783714365,3.0,19.0,5758.0904,69.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9042276573168528,7.34346750589194,0.3350308398251213,2.0,9.0,16284.5714,24.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0029525098249198,5.28439299498947,0.1006743733759445,2.0,13.0,5039.4022,42.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0270573029275999,5.282491865103446,0.0369914119750137,2.0,2.0,25215.8961,95.0,True,True,True,True,True,True,True,True,True,True,True,True
0.7727288013702722,5.266572910759091,0.2283571163829141,1.0,23.0,24238.4981,15.0,True,True,True,True,True,True,True,True,True,True,True,True
0.012114094530207,5.267859592206841,0.2325635603852297,1.0,3.0,34813.1734,60.0,True,True,True,True,True,True,True,True,True,True,True,True
0.4113653720164339,5.27423368421811,0.2299348641940338,3.0,11.0,36959.1365,40.0,True,True,True,True,True,True,True,True,True,True,True,True
0.3794861330706713,5.599530697177228,0.3483167541213359,2.0,21.0,2338.2267,53.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0413132486963886,5.288984519499309,0.2368291025123214,2.0,5.0,1757.2613,26.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0722043776411776,5.286765759034922,0.1957779995467168,2.0,1.0,25227.6695,21.0,True,True,True,True,True,True,True,True,True,True,True,True
0.270639554841783,5.28807489662033,0.2210994543061823,4.0,5.0,20892.2888,9.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2283642312994932,5.249654794667699,0.3932519283758032,1.0,1.0,36170.9239,99.0,True,False,True,False,False,False,False,False,False,False,False,True
0.9120177035719564,5.259740417548915,0.2228042482111509,4.0,21.0,9652.6779,58.0,True,True,True,True,True,True,True,True,True,True,True,True
0.02049811292881,5.259173794380241,0.2303727240916598,1.0,2.0,33583.9297,96.0,True,True,True,True,True,True,True,True,True,True,True,True
0.2871581537115277,5.282540919058201,0.1541329609365549,2.0,11.0,38129.7192,84.0,True,False,True,False,False,True,False,True,True,True,True,True
0.06845153637749,5.2615455350102005,0.0175100805832031,1.0,11.0,31739.9495,73.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0010507074361595,5.2838274245648735,0.0030247976358156,2.0,14.0,5228.9525,7.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0305223076974128,5.267797565376528,0.0551373853878354,1.0,13.0,4972.3993,51.0,True,True,True,True,True,True,True,True,True,True,True,True
0.0092622284500321,5.306637566047343,0.0714931067659636,3.0,8.0,22092.9772,91.0,True,True,True,True,True,True,True,True,True,True,True,True
0.923383951028501,9.820791808532618,0.001825947290998,1.0,21.0,10916.3259,98.0,True,False,True,False,False,False,False,False,False,False,False,False
0.1512769715890943,5.281104430946709,0.2561971418678748,4.0,0.0,35300.6715,12.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9718545608898568,7.341677216123124,0.3099847486320599,3.0,4.0,19849.6758,74.0,False,True,True,False,True,True,False,False,False,False,False,False
0.5440834544325001,7.334810582971714,0.3598582355891698,4.0,17.0,17987.4594,69.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9924880285339736,7.538756319041786,0.2227610226739284,3.0,16.0,9304.3275,67.0,False,True,True,False,True,True,False,False,False,False,False,True
0.0397290368995567,5.308142973169222,0.0009102414065108,3.0,23.0,31467.4808,79.0,True,True,True,True,True,True,True,True,True,True,True,True
0.9254250647575536,10.546603063191512,0.2366513504146688,3.0,7.0,7566.2504,89.0,True,True,True,True,True,True,True,True,True,True,True,True
