,custom_adaptation,custom_confidence,custom_score,custom_time
0,[25.50001766  6.9914      5.4969     24.          1.          0.        ],[0.37896732 0.38262299 0.20869478],0.4555559479445922,0.3333427906036377
1,"[  5.84811783   9.3811       9.2179     -30.           2.
   2.        ]",[0.17269376 0.62464385 0.28448525],0.01884706292985927,0.08064556121826172
2,[11.30312783  9.0917      5.5645     -3.          1.          2.        ],[0.42460411 0.4685381  0.38549937],0.14006950731802592,0.09851813316345215
3,[  5.       3.7345   2.2753 -11.       1.       0.    ],[0.7115002  0.69711887 0.64524837],3.423150651826745e-12,0.07708501815795898
4,[11.5889027  0.8225     0.1093     7.         0.         0.       ],[0.83929828 0.70394594 0.70795592],0.14642005994946006,0.13078880310058594
5,[10.01731231  9.0813      7.376      22.          1.          0.        ],[0.30132184 0.3052731  0.04799705],0.11149582901520039,0.16490650177001953
6,[18.91073883  2.6895      0.3543     15.          2.          1.        ],[0.77350688 0.64593171 0.4212801 ],0.30912752961217704,0.05597424507141113
7,[11.46472019  9.0423      1.2094     -4.          0.          2.        ],[0.77467133 0.45371606 0.43696507],0.1436604486543288,0.07290840148925781
8,"[  6.76960519   2.3032       9.1766     -24.           0.
   1.        ]",[0.21324072 0.80032001 0.21044993],0.03932455988878647,0.1635596752166748
9,[  5.       2.0833   6.5188 -24.       2.       1.    ],[0.35138531 0.82854788 0.56636094],2.421507439009929e-12,0.0809934139251709
10,"[ 23.55215114   7.1247       9.862      -15.           0.
   1.        ]",[0.13527156 0.59211299 0.10948538],0.4122700253487491,0.0893411636352539
11,[ 5.00000735  5.9524      0.0659     -6.          2.          0.        ],[0.82026814 0.60013517 0.66989623],1.633410688928194e-07,0.10888385772705078
12,[ 5.      0.461   5.7157 -9.      1.      2.    ],[0.4509639  0.8191673  0.53270188],2.421507439009929e-12,0.09694719314575195
13,[ 7.56592917  1.0181      4.9098     -8.          0.          1.        ],[0.53064432 0.77627417 0.50422056],0.057020648167366184,0.16810369491577148
14,"[ 12.41488187   1.7705       1.7959     -24.           1.
   0.        ]",[0.71300447 0.81484565 0.75778865],0.1647751526572585,0.10385489463806152
15,[29.6963698  6.3829     7.3424    11.         1.         0.       ],[0.23136485 0.48317662 0.15375818],0.5488082178272425,0.06571435928344727
16,[ 9.638358  6.6073    6.0477   22.        1.        1.      ],[0.40701244 0.41985051 0.21819806],0.10307462228422759,0.06693863868713379
17,[ 5.10476388  5.7534      2.7664     -9.          0.          2.        ],[0.70063373 0.62151383 0.56255874],0.00232808630490966,0.12863564491271973
18,[22.76743111  3.4349      9.1423     -4.          1.          0.        ],[0.15772302 0.68543593 0.12627223],0.3948318025278994,0.09167742729187012
19,"[  6.86024188   2.4892       5.9307     -27.           1.
   2.        ]",[0.41393563 0.82685264 0.64142854],0.041338708550758274,0.06674408912658691
20,"[  5.97983938   4.5054       1.4672     -17.           0.
   0.        ]",[0.77618461 0.67993365 0.72816823],0.021774208542962303,0.12327933311462402
21,[  5.       3.4988   0.7611 -28.       1.       2.    ],[0.79933326 0.80088512 0.88571399],2.421507439009929e-12,0.08019065856933594
22,[22.52824331  4.7471      4.7101     10.          0.          0.        ],[0.47908814 0.5356049  0.36211812],0.3895165179628406,0.306316614151001
23,[5.     0.9728 2.692  6.     0.     2.    ],[0.71766616 0.73037632 0.65224443],2.421507439009929e-12,0.0795741081237793
24,[13.24766805  6.3758      6.0394     -1.          2.          2.        ],[0.35768789 0.59609358 0.54229008],0.18328151216309307,0.07876157760620117
25,"[ 24.70760107   3.8766       9.1887     -25.           0.
   2.        ]",[0.16126391 0.77494531 0.1916641 ],0.4379466904379974,0.26450419425964355
26,[19.7251155  3.2803     0.0908    14.         1.         0.       ],[0.80181819 0.59192611 0.49730757],0.327224788906018,0.13261699676513672
27,[  5.       7.7567   2.4457 -16.       1.       1.    ],[0.69401925 0.57711338 0.53807799],1.0790257576331896e-11,0.0893864631652832
28,"[  7.42858947   0.9952       1.7601     -16.           0.
   0.        ]",[0.75817113 0.79406634 0.75238671],0.05396865484339142,0.07574725151062012
29,[35.88263551  7.6967      7.6492     15.          0.          0.        ],[0.21274917 0.38816546 0.1373435 ],0.6862807892064973,0.07069277763366699
30,[  6.0067393   3.5405      0.6996    -25.          1.          2.       ],[0.80043444 0.78897478 0.87778326],0.022371984444388593,0.10864877700805664
31,[28.4229036  7.6383     6.0605     9.         0.         0.       ],[0.34138516 0.4188426  0.17551251],0.5205089688527706,0.1008458137512207
32,[5.     6.5841 5.94   7.     0.     2.    ],[0.45802234 0.49981185 0.31500333],2.421507439009929e-12,0.08069014549255371
