car_speed,p_x,p_y,orientation,weather,road_shape,req_0,req_1,req_2
34.16966221096837,6.9914,5.4969,24.0,1.0,0.0,True,False,False
9.63501581924256,9.3811,9.2179,-30.0,2.0,2.0,False,False,False
15.431323324374834,9.0917,5.5645,-3.0,1.0,2.0,False,False,False
32.86667350620733,3.7345,2.2753,-11.0,1.0,0.0,True,True,True
32.86667350620733,0.8225,0.1093,7.0,0.0,0.0,False,True,True
9.63501581924256,9.0813,7.376,22.0,1.0,0.0,False,True,False
15.431323324374834,2.6895,0.3543,15.0,2.0,1.0,True,False,False
27.10500099445386,9.0423,1.2094,-4.0,0.0,2.0,False,True,False
14.602496734812304,2.3032,9.1766,-24.0,0.0,1.0,False,True,False
36.25815240524622,2.0833,6.5188,-24.0,2.0,1.0,False,True,False
32.86667350620733,7.1247,9.862,-15.0,0.0,1.0,False,False,False
14.338942631652149,5.9524,0.0659,-6.0,2.0,0.0,True,False,False
8.975692331836708,0.461,5.7157,-9.0,1.0,2.0,True,True,True
32.86667350620733,1.0181,4.9098,-8.0,0.0,1.0,True,True,True
36.25815240524622,1.7705,1.7959,-24.0,1.0,0.0,True,True,True
26.21517623392038,6.3829,7.3424,11.0,1.0,0.0,False,True,True
15.431323324374834,6.6073,6.0477,22.0,1.0,1.0,True,True,True
15.431323324374834,5.7534,2.7664,-9.0,0.0,2.0,True,True,True
12.378758335983886,3.4349,9.1423,-4.0,1.0,0.0,False,True,False
14.338942631652149,2.4892,5.9307,-27.0,1.0,2.0,True,True,True
15.431323324374834,4.5054,1.4672,-17.0,0.0,0.0,False,True,False
12.378758335983886,3.4988,0.7611,-28.0,1.0,2.0,False,True,True
32.86667350620733,4.7471,4.7101,10.0,0.0,0.0,True,True,True
26.13719363846824,0.9728,2.692,6.0,0.0,2.0,True,False,False
32.86667350620733,6.3758,6.0394,-1.0,2.0,2.0,False,False,False
14.602496734812304,3.8766,9.1887,-25.0,0.0,2.0,False,True,False
36.25815240524622,3.2803,0.0908,14.0,1.0,0.0,False,True,False
12.378758335983886,7.7567,2.4457,-16.0,1.0,1.0,True,False,False
14.338942631652149,0.9952,1.7601,-16.0,0.0,0.0,True,True,True
14.602496734812304,7.6967,7.6492,15.0,0.0,0.0,False,True,False
26.8948129038274,3.5405,0.6996,-25.0,1.0,2.0,True,False,False
9.63501581924256,7.6383,6.0605,9.0,0.0,0.0,False,False,False
8.975692331836708,6.5841,5.94,7.0,0.0,2.0,True,False,False
32.86667350620733,4.4701,2.4633,10.0,1.0,0.0,False,True,False
12.378758335983886,7.7824,9.3366,23.0,1.0,0.0,False,False,False
36.25815240524622,0.868,2.3217,-15.0,2.0,2.0,True,True,True
32.86667350620733,9.3344,2.8234,1.0,2.0,0.0,False,False,False
26.8948129038274,7.4874,8.32,3.0,0.0,0.0,False,False,False
14.338942631652149,2.6223,6.9032,30.0,0.0,2.0,True,False,False
32.86667350620733,0.6973,8.9483,-22.0,1.0,0.0,False,True,True
14.338942631652149,3.0946,3.3525,14.0,1.0,1.0,False,True,False
32.86667350620733,2.0414,4.1125,26.0,0.0,0.0,False,False,False
14.338942631652149,7.7437,1.4451,25.0,0.0,2.0,False,False,False
12.378758335983886,7.9457,7.0882,-23.0,1.0,0.0,True,True,True
48.60510354712429,6.7648,6.0385,16.0,1.0,0.0,False,True,False
18.8952950281351,9.7811,5.3362,-2.0,1.0,1.0,True,True,True
21.18406131829873,3.1567,2.5412,6.0,0.0,2.0,True,True,True
32.86667350620733,5.9022,6.6173,7.0,2.0,2.0,False,True,False
32.86667350620733,5.4888,1.8143,14.0,1.0,2.0,False,False,False
6.507726957754649,5.8609,6.205,-29.0,0.0,0.0,False,True,False
14.602496734812304,8.234,2.1249,12.0,0.0,0.0,True,False,False
21.18406131829873,1.9609,8.9593,-4.0,0.0,1.0,False,True,False
21.18406131829873,5.0203,3.2536,-7.0,1.0,0.0,True,False,False
15.431323324374834,6.7009,1.2407,30.0,1.0,0.0,True,True,True
26.8948129038274,7.0269,5.2606,-8.0,2.0,2.0,True,True,True
32.86667350620733,2.5637,4.182,5.0,0.0,1.0,True,True,True
14.338942631652149,8.6298,2.1659,-13.0,1.0,1.0,True,False,False
6.507726957754649,1.4089,9.1541,13.0,0.0,2.0,False,True,False
6.507726957754649,0.2716,4.114,14.0,0.0,0.0,True,False,False
14.338942631652149,4.9665,1.7005,-6.0,2.0,2.0,True,True,True
32.86667350620733,3.242,2.0807,14.0,2.0,1.0,True,False,False
23.52987431205248,6.9667,7.0261,-24.0,1.0,1.0,True,True,True
15.431323324374834,9.6613,3.2979,19.0,0.0,0.0,False,False,False
6.507726957754649,7.0003,9.5942,-10.0,1.0,2.0,False,True,False
26.8948129038274,1.0774,6.1891,-9.0,1.0,0.0,False,True,False
9.63501581924256,2.1019,3.9552,-17.0,2.0,2.0,False,True,False
32.86667350620733,3.6043,4.4661,-15.0,2.0,0.0,False,True,False
32.86667350620733,1.5918,6.5905,11.0,2.0,2.0,False,False,False
32.86667350620733,0.1325,4.0838,-13.0,0.0,1.0,False,False,False
32.86667350620733,5.2167,6.3601,-5.0,0.0,1.0,False,True,False
12.378758335983886,2.9333,5.5727,21.0,2.0,0.0,True,True,True
6.507726957754649,4.588,6.0357,2.0,1.0,2.0,False,False,False
32.86667350620733,3.4284,3.5265,7.0,2.0,1.0,False,True,False
32.86667350620733,6.0987,5.2308,-22.0,1.0,2.0,False,True,False
6.507726957754649,4.2709,2.9757,18.0,1.0,2.0,False,False,False
14.338942631652149,0.492,8.5041,-9.0,2.0,2.0,False,False,False
32.86667350620733,4.9121,5.2666,22.0,1.0,0.0,True,True,True
13.71005767430024,1.2812,6.5113,-27.0,1.0,2.0,False,True,False
15.431323324374834,2.3307,6.7428,9.0,2.0,0.0,False,True,False
12.378758335983886,0.257,6.306,27.0,1.0,0.0,False,False,False
12.378758335983886,8.5556,9.6291,-14.0,0.0,2.0,False,False,False
14.338942631652149,1.2023,1.641,-11.0,0.0,0.0,False,False,False
32.86667350620733,0.087,3.6321,5.0,0.0,1.0,False,False,False
12.378758335983886,3.4957,1.0278,-19.0,1.0,1.0,False,True,False
36.25815240524622,3.3737,5.4528,-15.0,2.0,2.0,True,True,True
32.86667350620733,4.6366,5.0113,20.0,1.0,2.0,True,False,False
12.378758335983886,9.7466,1.9524,4.0,0.0,2.0,True,False,False
14.338942631652149,5.2245,7.6388,-26.0,1.0,2.0,True,True,True
15.431323324374834,9.1917,2.3377,-13.0,2.0,2.0,True,False,False
32.86667350620733,5.8656,5.7258,-27.0,0.0,0.0,False,True,False
14.338942631652149,5.8852,5.319,25.0,1.0,2.0,True,True,True
14.338942631652149,2.1229,2.4674,20.0,0.0,0.0,True,False,False
12.378758335983886,9.7277,6.6474,-18.0,0.0,0.0,True,True,True
12.378758335983886,8.7232,8.2067,-9.0,2.0,2.0,True,True,True
12.378758335983886,0.2903,3.3302,-26.0,2.0,2.0,True,True,True
32.86667350620733,3.0781,5.4373,1.0,2.0,2.0,False,True,False
32.86667350620733,3.8929,4.4307,-13.0,2.0,1.0,False,True,False
32.86667350620733,8.9683,7.2942,10.0,1.0,1.0,False,False,False
14.338942631652149,0.8087,3.3564,0.0,0.0,2.0,True,True,True
32.86667350620733,5.0439,0.8644,10.0,0.0,0.0,True,False,False
26.8948129038274,9.4942,3.45,-23.0,1.0,0.0,False,False,False
18.8952950281351,3.5036,4.4306,-18.0,0.0,2.0,True,True,True
43.906188585108,5.8972,7.3225,18.0,0.0,1.0,False,True,False
12.378758335983886,3.1257,5.227,-13.0,1.0,2.0,False,False,False
32.86667350620733,9.022,6.5488,-18.0,0.0,2.0,False,False,False
36.25815240524622,2.3366,9.6933,21.0,0.0,2.0,False,True,False
32.86667350620733,8.5106,0.2545,-25.0,0.0,0.0,True,True,True
27.10500099445386,6.8132,0.5596,16.0,0.0,2.0,False,True,True
9.63501581924256,6.5906,1.6323,22.0,0.0,1.0,False,True,False
15.431323324374834,0.4485,6.8934,8.0,0.0,2.0,False,True,False
26.8948129038274,8.0147,9.0791,30.0,0.0,1.0,False,True,False
12.378758335983886,2.969,4.3276,25.0,1.0,2.0,True,False,False
32.86667350620733,9.0424,0.9581,14.0,2.0,1.0,True,False,False
21.18406131829873,2.63,9.9452,-24.0,2.0,1.0,False,True,False
32.86667350620733,6.6811,3.5537,-2.0,2.0,1.0,False,False,False
14.602496734812304,3.5386,0.9734,8.0,2.0,1.0,False,False,False
15.431323324374834,3.5306,4.8251,-3.0,2.0,0.0,False,True,True
14.602496734812304,8.5054,2.8348,17.0,0.0,2.0,False,False,False
32.86667350620733,8.5597,0.2027,25.0,2.0,0.0,True,False,False
32.86667350620733,2.7246,6.7227,14.0,0.0,1.0,True,False,False
27.10500099445386,2.2629,1.2651,-23.0,2.0,2.0,False,True,False
32.86667350620733,1.1338,7.7921,8.0,1.0,2.0,True,True,True
26.8948129038274,5.2721,9.9462,-30.0,0.0,0.0,False,False,False
32.86667350620733,6.1991,1.9274,-1.0,2.0,1.0,True,True,True
15.431323324374834,8.3999,9.7802,-18.0,0.0,1.0,False,True,False
6.507726957754649,2.5716,5.0913,-19.0,2.0,2.0,False,True,False
32.86667350620733,3.8716,4.9085,13.0,1.0,2.0,True,True,True
32.86667350620733,9.2073,4.1609,9.0,1.0,0.0,False,False,False
14.338942631652149,4.5995,1.6711,-28.0,1.0,0.0,True,True,True
14.338942631652149,9.4222,6.3411,19.0,2.0,1.0,False,False,False
32.86667350620733,4.8122,4.6868,2.0,0.0,0.0,True,False,False
36.25815240524622,8.2575,7.7739,-19.0,1.0,0.0,False,True,False
27.10500099445386,6.2628,7.687,-8.0,0.0,0.0,True,True,True
40.23455735129579,8.8141,8.9338,29.0,2.0,2.0,False,False,False
14.602496734812304,1.7146,0.2528,12.0,1.0,2.0,True,False,False
13.71005767430024,7.657,2.3949,-16.0,1.0,2.0,True,True,True
32.86667350620733,1.6132,6.5337,1.0,1.0,0.0,False,True,False
12.378758335983886,3.2547,2.4323,13.0,2.0,2.0,True,True,True
32.86667350620733,9.3891,0.6166,-23.0,0.0,2.0,False,False,False
32.86667350620733,1.4331,4.4656,-28.0,2.0,0.0,True,True,True
12.378758335983886,2.2858,8.3424,-15.0,0.0,1.0,False,True,False
21.18406131829873,9.1831,7.6372,-23.0,0.0,1.0,True,False,False
12.378758335983886,3.8372,9.2345,-5.0,2.0,1.0,False,True,False
8.975692331836708,7.0527,2.9803,-9.0,2.0,2.0,False,True,False
32.86667350620733,3.6898,1.0281,26.0,0.0,1.0,False,False,False
12.378758335983886,4.2873,9.707,16.0,2.0,1.0,False,False,False
21.18406131829873,7.3109,6.9996,7.0,1.0,2.0,True,False,False
32.86667350620733,3.0499,1.5683,28.0,0.0,1.0,True,False,False
8.975692331836708,3.2102,3.9269,-7.0,1.0,0.0,True,True,True
6.507726957754649,8.9434,3.987,-30.0,2.0,1.0,True,False,False
12.378758335983886,9.2095,4.722,16.0,1.0,1.0,False,False,False
32.86667350620733,4.4146,3.006,12.0,1.0,2.0,False,True,False
32.86667350620733,6.2197,8.1577,10.0,1.0,2.0,False,True,False
21.18406131829873,5.4686,7.377,9.0,2.0,0.0,False,True,False
14.338942631652149,3.5386,0.1671,8.0,2.0,2.0,True,False,False
14.602496734812304,8.5825,9.3707,28.0,2.0,1.0,False,True,False
14.602496734812304,4.3706,3.564,16.0,1.0,2.0,False,False,False
14.338942631652149,0.2302,4.6154,2.0,1.0,0.0,True,False,False
32.86667350620733,6.9483,3.984,-21.0,0.0,1.0,True,True,True
14.338942631652149,0.6452,6.7438,25.0,0.0,1.0,False,True,False
44.17751675288318,0.0116,3.8028,17.0,0.0,1.0,True,False,False
36.25815240524622,3.041,2.4439,28.0,2.0,1.0,True,True,True
6.507726957754649,4.0111,9.9718,-22.0,0.0,0.0,False,True,False
27.10500099445386,3.1758,7.1357,11.0,1.0,0.0,False,False,False
36.25815240524622,7.1675,3.3067,7.0,1.0,0.0,False,False,False
21.18406131829873,0.4205,1.6431,21.0,1.0,0.0,False,False,False
14.338942631652149,9.6141,3.2095,-20.0,2.0,0.0,False,False,False
12.378758335983886,3.0607,4.3398,25.0,2.0,2.0,False,True,False
14.602496734812304,4.2641,5.5393,15.0,1.0,2.0,False,True,False
32.86667350620733,4.1052,5.8339,-21.0,0.0,1.0,True,True,True
14.338942631652149,6.6634,2.7678,28.0,0.0,1.0,False,True,True
26.13719363846824,4.9843,4.4157,-9.0,1.0,0.0,False,False,False
26.8948129038274,0.8333,0.1416,30.0,2.0,1.0,True,False,False
6.507726957754649,5.1594,5.6447,-19.0,1.0,0.0,False,True,False
27.10500099445386,1.8907,0.2573,10.0,0.0,1.0,True,True,True
21.18406131829873,8.3454,9.0747,28.0,2.0,0.0,False,False,False
6.507726957754649,2.1177,3.9614,-2.0,2.0,1.0,True,True,True
32.86667350620733,3.2241,8.3551,-10.0,0.0,2.0,False,True,False
14.338942631652149,5.4678,5.8269,6.0,2.0,0.0,False,False,False
21.18406131829873,6.8788,2.8674,-23.0,2.0,1.0,True,True,True
44.4649821323143,2.4452,4.2246,-23.0,0.0,1.0,True,True,True
36.25815240524622,5.4579,5.502,19.0,1.0,0.0,True,True,True
18.8952950281351,6.2929,2.2438,11.0,1.0,1.0,True,False,False
15.431323324374834,8.2145,1.539,15.0,1.0,1.0,True,False,False
12.378758335983886,1.9898,7.6055,-27.0,1.0,0.0,False,False,False
14.338942631652149,9.4767,0.9884,-13.0,1.0,1.0,False,False,False
21.18406131829873,3.6091,1.3174,10.0,2.0,2.0,False,False,False
23.52987431205248,7.9074,4.9416,23.0,2.0,0.0,True,True,True
12.378758335983886,2.7157,1.9053,-24.0,1.0,1.0,False,True,True
13.71005767430024,2.775,7.4785,24.0,0.0,1.0,False,True,False
27.10500099445386,3.9004,5.3014,-5.0,1.0,1.0,False,True,True
12.378758335983886,9.2769,6.0176,-22.0,1.0,1.0,False,False,False
14.338942631652149,9.9719,5.5158,29.0,2.0,0.0,False,False,False
12.378758335983886,5.4013,8.4596,8.0,1.0,0.0,False,True,False
27.10500099445386,3.0547,7.8667,-22.0,2.0,1.0,False,False,False
32.86667350620733,6.0688,8.3353,-6.0,0.0,1.0,False,True,False
21.18406131829873,3.9884,5.7596,6.0,2.0,2.0,False,True,False
8.975692331836708,3.9212,9.3261,-25.0,1.0,0.0,False,False,False
25.57598128692233,9.7624,8.9623,20.0,1.0,1.0,False,False,False
15.431323324374834,7.144,2.459,-10.0,1.0,1.0,False,True,False
