cruise speed,image resolution,illuminance,controls responsiveness,power,smoke intensity,obstacle size,obstacle distance,firm obstacle,req_0,req_1,req_2,req_3
0.9013999148591966,22.941208059917702,99.85710758531536,14.064500332452791,28.0,94.0161,80.7624,63.5628,1.0,False,False,False,False
0.9013988817980813,98.1720614193908,98.95830966986142,14.064501143648346,6.0,71.8208,75.0593,60.5977,1.0,True,False,False,False
1.5836386074456663,19.976632906536576,23.02182173121808,25.3592377177051,77.0,7.5391,1.6253,80.0753,0.0,False,False,False,False
1.2590688497473614,19.95730804526345,23.02855271246217,36.729773228298384,69.0,53.3293,80.054,70.5053,0.0,True,False,False,False
1.5837000012374294,20.076795435056287,99.88676436023596,18.923850088116907,99.0,2.4322,12.8356,94.2017,1.0,True,False,True,True
0.0208307475414857,99.42346986832696,99.86476049119406,14.104837611379144,45.0,98.6709,3.9151,61.8843,1.0,False,False,False,False
0.9013974229413004,75.84329090108261,99.89580857971464,14.064509471965152,50.0,73.3268,98.4476,89.9971,1.0,True,False,False,False
1.279155494127216,26.46779358369989,26.24465035170043,25.451822119013165,60.0,5.0044,65.223,37.6768,0.0,True,True,False,False
1.583406985671381,9.59014451160708,99.83145785386766,14.065379830704902,100.0,92.6164,59.3104,6.7457,1.0,False,False,False,False
0.9013999921596646,75.85144862720024,99.9403693049337,14.064500365271115,57.0,36.8875,58.619,10.06,1.0,True,False,True,True
0.9013999738964832,75.93521323978035,99.98930036305995,14.064531192424754,32.0,47.4298,72.366,51.9463,1.0,True,False,True,True
3.830484383256948,22.922050827709437,99.92438583640312,14.083757426262308,65.0,71.5749,16.7207,90.6924,1.0,False,False,False,True
3.8303224563584974,24.780295519266147,23.04261874866291,37.04421413893255,37.0,79.1809,53.0692,31.1356,0.0,False,False,False,False
1.5836960174402144,72.96982843844799,99.9559075425868,14.06450033188467,57.0,91.1472,30.0571,47.7731,1.0,True,False,True,True
1.5836979035834002,25.231716563937383,23.11869638693896,27.46946160793694,54.0,8.7951,97.14,64.1799,0.0,False,False,False,False
0.9012470346781266,75.8432859553357,99.83742415891696,14.064500398239923,79.0,86.3154,36.3292,89.1413,1.0,True,False,False,True
0.8649582543254619,17.90485418758056,99.8868241638895,14.06450037091323,63.0,92.8676,18.7256,55.7951,1.0,False,False,False,False
38.692465368390536,24.499118743818965,23.035246265662565,65.90904602482568,86.0,81.9628,80.0029,77.7698,0.0,False,False,False,False
3.8303986705867006,22.91972032585597,99.91298205644289,14.064772797665302,68.0,53.6763,79.7056,39.447,1.0,True,False,False,False
1.5829400786949572,24.57843737727014,23.05145285371207,25.57144792289698,48.0,5.8405,17.4103,42.6772,0.0,False,False,False,False
0.5562770530806668,20.123789648751988,99.83920770168832,14.064902866954784,92.0,48.5672,34.9167,13.1011,1.0,True,False,True,False
0.9013999943605076,88.85815161894837,99.90792301491356,19.747147474052937,34.0,23.4219,55.6327,75.5008,1.0,True,False,True,True
0.9013929177649864,75.87695803585541,99.98196765248532,14.064501862673934,20.0,30.5299,88.347,72.1533,1.0,True,False,True,True
1.5469239483649886,18.86098117948035,23.03094972320623,42.297998168476624,26.0,25.0392,87.8182,57.3263,0.0,False,False,False,False
3.8306616479623,30.89738219333546,23.0224264941844,52.58772174248742,97.0,20.7041,57.6769,92.789,0.0,False,True,False,True
1.583592759796557,18.71532191129544,23.04238790903749,26.734364869943278,16.0,10.2433,71.0307,90.0647,0.0,False,True,False,False
0.9013322377171634,20.07746313060755,99.96116880702476,14.06451175195468,98.0,35.0461,95.9395,33.3524,1.0,True,False,False,False
1.52474038875463,24.856780070855613,23.06007798811391,36.59384396188891,91.0,63.5706,20.2699,37.0342,0.0,False,True,False,False
1.192882570932194,18.73768397623876,23.04499371947101,36.61381059902591,86.0,39.0552,87.3664,91.7777,0.0,False,False,False,False
3.830750068924494,98.172054297959,99.82451451151292,14.064500375032877,38.0,23.0321,17.0318,57.9137,1.0,True,False,False,True
1.2056579394768752,25.625379988908755,23.0278940046123,36.65842850010267,32.0,65.934,46.6649,66.7595,0.0,False,True,False,False
3.827716264491529,19.26760404494517,23.044512306975665,36.90803578350929,20.0,72.492,98.0729,81.4842,0.0,False,False,False,False
1.570621949252124,18.90454524954436,23.023119055159363,36.774806175455694,85.0,50.5482,73.1106,66.2633,0.0,False,True,False,False
0.1623970867469653,93.36262796764493,99.947900571435,85.64421196412366,45.0,22.5852,86.9931,1.8369,0.0,True,False,False,False
3.83073157630869,18.658740495540627,99.90878960082236,20.611399680230893,81.0,53.4866,25.5871,96.7233,1.0,False,False,True,True
3.830748550151265,24.801128525853567,23.04115681852663,36.68204596122872,65.0,62.7183,42.6459,39.865,0.0,False,False,False,False
3.830750098357309,98.17205429149736,99.96752612907189,14.064500485936728,37.0,58.9547,54.8968,38.7333,1.0,True,False,True,True
0.9013999703032312,22.92005571277081,99.99691901413206,14.064500331926606,37.0,85.3993,99.8589,84.4792,1.0,True,False,False,False
1.583666255946598,24.502615606012927,99.97993166390933,14.065209271645376,27.0,10.0443,72.3038,62.2536,1.0,True,False,False,False
3.8307496987237246,98.1720542972896,99.88525035607906,18.923850391997643,11.0,30.744,16.739,94.5851,1.0,True,False,True,True
1.583699994310995,75.84293843581293,99.82466045495264,14.06450074269755,26.0,14.0409,48.8787,34.3611,1.0,True,False,False,True
3.8305887142149033,18.77700816785505,23.040316903540383,36.73177958957516,91.0,31.7301,71.8311,41.8239,0.0,False,False,False,False
3.830716541059175,25.01900772768477,23.03415755037244,36.63667009124895,71.0,48.8888,49.0062,41.9591,0.0,True,True,False,False
0.9013999998527296,98.1720542908118,98.95830154422268,14.06450033202746,37.0,46.8805,53.9955,53.2629,1.0,True,False,True,True
1.583699415103608,72.96985607821182,99.8973845505512,14.06450033889029,21.0,94.8766,71.2743,47.2309,1.0,False,False,False,True
1.5719890353069754,20.08356106207788,99.89480531433468,14.064500331960804,3.0,9.0848,68.2962,51.4503,1.0,False,False,False,False
3.830612289870063,22.920693999554373,99.8428546070405,14.0646326698791,88.0,56.5751,91.5174,63.1102,1.0,True,False,False,False
1.569681663505876,25.34702894294987,25.217025534625623,27.00834844384992,26.0,1.6778,89.1919,65.3763,0.0,False,False,False,False
1.5750468337893235,26.122721258932124,24.324852959404808,25.85141654017105,82.0,7.31,69.8751,49.6013,0.0,False,False,False,False
1.5836996508540304,19.955189060639917,23.022242398080845,36.58702147069658,1.0,87.0757,24.7988,30.4402,0.0,False,False,False,False
0.8671515613521299,24.497827513902003,99.88531494922869,14.064500477941852,94.0,36.3196,47.4128,30.174,1.0,True,False,True,True
1.358619694339764,74.78261764348233,99.8247903549868,18.926369107014832,43.0,7.0674,35.4758,25.5403,1.0,True,False,False,True
