,custom_adaptation,custom_confidence,custom_score,custom_time
0,[25.9187202  6.9914     5.4969    24.         1.         0.       ],[0.37713595 0.38279893 0.21001865],289.4304202020202,0.004114389419555664
1,"[  5.47676566   9.3811       9.2179     -30.           2.
   2.        ]",[0.17368294 0.62448897 0.2811077 ],316.87776565656566,0.004000425338745117
2,[12.29075051  9.0917      5.5645     -3.          1.          2.        ],[0.42012186 0.46897556 0.38621144],300.6345505050505,0.00511622428894043
3,[  5.0225   3.7345   2.2753 -11.       1.       0.    ],[0.71141427 0.69712732 0.64477846],310.0127,0.002000093460083008
4,[11.83648485  0.8225      0.1093      7.          0.          0.        ],[0.83867612 0.70403771 0.70747495],303.90468484848486,0.00419926643371582
5,[42.27228384  9.0813      7.376      22.          1.          0.        ],[0.19138604 0.3175747  0.16120326],303.8149838383838,0.004010677337646484
6,[ 6.83956263  2.6895      0.3543     15.          2.          1.        ],[0.81042469 0.64100596 0.46580532],288.7957626262626,0.0029888153076171875
7,[11.38221919  9.0423      1.2094     -4.          0.          2.        ],[0.77493911 0.45367969 0.43648233],305.1305191919192,0.004000186920166016
8,"[  6.38529697   2.3032       9.1766     -24.           0.
   1.        ]",[0.21444257 0.80021075 0.20888856],318.90549696969697,0.00399017333984375
9,[  5.0225   2.0833   6.5188 -24.       2.       1.    ],[0.35128992 0.82855356 0.56637899],320.4204,0.003011941909790039
10,"[ 22.73886061   7.1247       9.862      -15.           0.
   1.        ]",[0.13705104 0.59176356 0.10646686],320.7521606060606,0.004983425140380859
11,[ 5.0225  5.9524  0.0659 -6.      2.      0.    ],[0.82020645 0.60014477 0.66918177],305.00419999999997,0.004120588302612305
12,[ 5.0225  0.461   5.7157 -9.      1.      2.    ],[0.45086027 0.81917323 0.53245768],307.8458,0.0029997825622558594
13,[ 8.2023596  1.0181     4.9098    -8.         0.         1.       ],[0.52769463 0.77647071 0.50468765],310.27445959595957,0.0043621063232421875
14,"[ 12.29075051   1.7705       1.7959     -24.           1.
   0.        ]",[0.71347675 0.81481234 0.75706365],332.7243505050505,0.005003452301025391
15,[30.00711111  6.3829      7.3424     11.          1.          0.        ],[0.23033847 0.48331464 0.15374425],305.2818111111111,0.005120992660522461
16,[ 9.11089091  6.6073      6.0477     22.          1.          1.        ],[0.40938277 0.419622   0.21226878],274.4558909090909,0.004001617431640625
17,[ 5.0225  5.7534  2.7664 -9.      0.      2.    ],[0.70095461 0.62147941 0.56157007],305.5027,0.0034410953521728516
18,[22.73886061  3.4349      9.1423     -4.          1.          0.        ],[0.15779364 0.68542497 0.12617251],314.1616606060606,0.005009651184082031
19,"[  6.83956263   2.4892       5.9307     -27.           1.
   2.        ]",[0.41402895 0.82684737 0.64141094],325.4196626262626,0.003989219665527344
20,"[  5.93103131   4.5054       1.4672     -17.           0.
   0.        ]",[0.7763423  0.67991476 0.72777926],316.9584313131313,0.003008127212524414
21,[  5.0225   3.4988   0.7611 -28.       1.       2.    ],[0.79926612 0.8008915  0.88562823],328.7626,0.0049631595611572266
22,[22.73886061  4.7471      4.7101     10.          0.          0.        ],[0.47811044 0.53569808 0.36217804],303.2816606060606,0.0039980411529541016
23,[5.0225 0.9728 2.692  6.     0.     2.    ],[0.71758134 0.7303842  0.65178593],295.3577,0.003006458282470703
24,[13.19928182  6.3758      6.0394     -1.          2.          2.        ],[0.35789472 0.59607285 0.54210281],301.7840818181818,0.005270719528198242
25,"[  6.38529697   3.8766       9.1887     -25.           0.
   2.        ]",[0.21281899 0.76921058 0.26628857],318.31999696969694,0.005005359649658203
26,[ 6.38529697  3.2803      0.0908     14.          1.          0.        ],[0.83832922 0.58618246 0.61524207],289.01419696969697,0.004092693328857422
27,[  5.0225   7.7567   2.4457 -16.       1.       1.    ],[0.69393036 0.57712315 0.5379026 ],310.8201,0.003999948501586914
28,"[  5.47676566   0.9952       1.7601     -16.           0.
   0.        ]",[0.76476566 0.79349804 0.73914285],318.72146565656567,0.0029993057250976562
29,[35.91256465  7.6967      7.6492     15.          0.          0.        ],[0.21265594 0.3881781  0.13740178],305.56666464646463,0.004053592681884766
30,[  5.0225   3.5405   0.6996 -25.       1.       2.    ],[0.80334305 0.78868315 0.87714703],325.7824,0.0029981136322021484
31,[5.47676566 7.6383     6.0605     9.         0.         0.        ],[0.4426841  0.40894201 0.08179899],282.77796565656564,0.005141019821166992
32,[5.0225 6.5841 5.94   7.     0.     2.    ],[0.45791844 0.49982185 0.31471763],285.4984,0.003989219665527344
33,[ 5.93103131  4.4701      2.4633     10.          1.          0.        ],[0.70229265 0.55849883 0.41423749],288.9976313131313,0.006089210510253906
34,[49.9948  7.7824  9.3366 23.      1.      0.    ],[0.097875   0.36801239 0.09505928],309.8758,0.0050051212310791016
35,[  5.0225   0.868    2.3217 -15.       2.       2.    ],[0.68969803 0.83814894 0.79651164],316.8328,0.002254009246826172
36,[13.65354747  9.3344      2.8234      1.          2.          0.        ],[0.60870716 0.42037597 0.34607451],300.4957474747475,0.009198665618896484
37,[5.47676566 7.4874     8.32       3.         0.         0.        ],[0.2719135  0.44990663 0.02528489],286.6693656565657,0.00500035285949707
38,[14.10781313  2.6223      6.9032     30.          0.          2.        ],[0.35690504 0.54877682 0.32704953],274.58231313131313,0.005089521408081055
39,[  5.0225   0.6973   8.9483 -22.       1.       0.    ],[0.21438721 0.83630553 0.17725179],317.3769,0.003177165985107422
40,[ 5.47676566  3.0946      3.3525     14.          1.          1.        ],[0.64446023 0.61239764 0.56274081],285.02966565656567,0.003038167953491211
41,[15.01634444  2.0414      4.1125     26.          0.          0.        ],[0.57412166 0.56032854 0.45062559],282.86244444444446,0.003997087478637695
42,[10.01942222  7.7437      1.4451     25.          0.          2.        ],[0.77657718 0.3517198  0.38058866],275.83062222222225,0.004248380661010742
43,[  5.0225   7.9457   7.0882 -23.       1.       0.    ],[0.32508994 0.59339377 0.14845858],312.9886,0.00503849983215332
44,[30.46137677  6.7648      6.0385     16.          1.          0.        ],[0.31470199 0.43813989 0.24347218],301.6580767676768,0.004011392593383789
45,[15.6194  9.7811  5.3362 -2.      1.      1.    ],[0.42149455 0.41780885 0.31326352],302.5021,0.0050122737884521484
46,[5.0225 3.1567 2.5412 6.     0.     2.    ],[0.72498067 0.64871281 0.57624981],293.3246,0.002993345260620117
47,[5.0225 5.9022 6.6173 7.     2.     2.    ],[0.35318146 0.56940404 0.39862752],285.503,0.00500178337097168
48,[ 5.0225  5.4888  1.8143 14.      1.      2.    ],[0.75050654 0.52556705 0.47131318],283.7194,0.003984689712524414
49,"[ 13.19928182   5.8609       6.205      -29.           0.
   0.        ]",[0.38180395 0.69232189 0.27695912],330.1333818181818,0.004008769989013672
50,[22.73886061  8.234       2.1249     12.          0.          0.        ],[0.67857386 0.37285566 0.27691507],300.3799606060606,0.004988193511962891
51,[16.83340707  1.9609      8.9593     -4.          0.          1.        ],[0.20071626 0.73425221 0.16450513],309.9132070707071,0.005171775817871094
52,[10.01942222  5.0203      3.2536     -7.          1.          0.        ],[0.61937536 0.62946782 0.58070258],308.74552222222223,0.006011486053466797
53,[13.65354747  6.7009      1.2407     30.          1.          0.        ],[0.75795276 0.35553982 0.50249461],275.7119474747475,0.0041828155517578125
54,[ 5.0225  7.0269  5.2606 -8.      2.      2.    ],[0.45196695 0.60243799 0.54285318],300.735,0.004086017608642578
55,[6.38529697 2.5637     4.182      5.         0.         1.        ],[0.59858744 0.66308699 0.5075027 ],294.639596969697,0.007254123687744141
56,"[  6.38529697   8.6298       2.1659     -13.           1.
   1.        ]",[0.70802909 0.52303889 0.47422129],308.58959696969697,0.005136013031005859
57,[16.83340707  1.4089      9.1541     13.          0.          2.        ],[0.1969297  0.69023011 0.12319848],293.27040707070705,0.003978252410888672
58,[17.74193838  0.2716      4.114      14.          0.          0.        ],[0.55861723 0.69574827 0.42252706],299.35633838383836,0.005205631256103516
59,[ 5.0225  4.9665  1.7005 -6.      2.      2.    ],[0.73026677 0.67311412 0.67308521],304.3555,0.003985404968261719
60,[ 5.0225  3.242   2.0807 14.      2.      1.    ],[0.71355479 0.62404454 0.50518474],285.6998,0.004251956939697266
61,[  8.2023596   6.9667      7.0261    -24.          1.          1.       ],[0.31868806 0.65635414 0.32177127],318.2095595959596,0.003991603851318359
62,[34.54976768  9.6613      3.2979     19.          0.          0.        ],[0.53636605 0.28838058 0.21750024],302.5905676767677,0.004993915557861328
63,"[ 13.65354747   7.0003       9.5942     -10.           1.
   2.        ]",[0.15764148 0.60175599 0.22906305],307.05904747474744,0.005048036575317383
64,[ 8.2023596  1.0774     6.1891    -9.         1.         0.       ],[0.39487761 0.78084323 0.32183383],309.9358595959596,0.004056692123413086
65,[  5.0225   2.1019   3.9552 -17.       2.       2.    ],[0.56207087 0.81420278 0.77041161],315.9654,0.0019998550415039062
66,[  5.0225   3.6043   4.4661 -15.       2.       0.    ],[0.51629842 0.73722692 0.62339641],311.9521,0.00302886962890625
67,[10.47368788  1.5918      6.5905     11.          2.          2.        ],[0.33966247 0.72205699 0.30760746],291.2913878787879,0.00399470329284668
68,[  5.0225   0.1325   4.0838 -13.       0.       1.    ],[0.60779647 0.81830384 0.63108935],313.8062,0.0029954910278320312
69,[10.92795354  5.2167      6.3601     -5.          0.          1.        ],[0.39251637 0.61079239 0.31088676],304.35115353535355,0.005991220474243164
70,[ 9.56515657  2.9333      5.5727     21.          2.          0.        ],[0.42243654 0.58698322 0.20289005],280.05915656565656,0.005007028579711914
71,[5.0225 4.588  6.0357 2.     1.     2.    ],[0.42398554 0.63207656 0.52603956],292.3988,0.002990245819091797
72,[5.0225 3.4284 3.5265 7.     2.     1.    ],[0.60402471 0.65366975 0.48742741],291.06759999999997,0.0030002593994140625
73,[  5.0225   6.0987   5.2308 -22.       1.       2.    ],[0.47628976 0.6928248  0.57722192],315.693,0.004065513610839844
74,[ 6.83956263  4.2709      2.9757     18.          1.          2.        ],[0.6680857  0.55781682 0.56919728],281.59296262626265,0.005101203918457031
75,[ 5.0225  0.492   8.5041 -9.      2.      2.    ],[0.22712674 0.83092409 0.36481403],305.02639999999997,0.007120847702026367
76,[11.83648485  4.9121      5.2666     22.          1.          0.        ],[0.46123694 0.47652469 0.22116261],279.6577848484849,0.005107879638671875
77,"[  6.38529697   1.2812       6.5113     -27.           1.
   2.        ]",[0.3721426  0.85519306 0.6121935 ],325.59279696969696,0.004148006439208984
78,[14.56207879  2.3307      6.7428      9.          2.          0.        ],[0.30788479 0.67671902 0.22067559],296.4885787878788,0.005975961685180664
79,[21.37606364  0.257       6.306      27.          1.          0.        ],[0.34558947 0.65234827 0.19202229],287.8130636363636,0.006001472473144531
80,"[ 20.01326667   8.5556       9.6291     -14.           0.
   2.        ]",[0.1526865  0.54042396 0.15032634],315.8285666666667,0.004000186920166016
81,[  5.0225   1.2023   1.641  -11.       0.       0.    ],[0.77465301 0.76788166 0.74376169],313.1792,0.0019998550415039062
82,[8.65662525 0.087      3.6321     5.         0.         1.        ],[0.63485121 0.7528279  0.55428176],299.93752525252523,0.004062652587890625
83,"[  6.38529697   3.4957       1.0278     -19.           1.
   1.        ]",[0.78242225 0.75470084 0.74722552],320.86179696969697,0.002989530563354492
84,[  5.0225   3.3737   5.4528 -15.       2.       2.    ],[0.43842355 0.77095646 0.66859933],311.196,0.003255605697631836
85,[ 7.29382828  4.6366      5.0113     20.          1.          2.        ],[0.50551447 0.53233935 0.52662628],277.64592828282827,0.004001617431640625
86,[5.0225 9.7466 1.9524 4.     0.     2.    ],[0.75412021 0.37793923 0.26418863],289.32349999999997,0.0029892921447753906
87,"[  5.47676566   5.2245       7.6388     -26.           1.
   2.        ]",[0.28926573 0.7433976  0.42909375],318.61346565656567,0.003990650177001953
88,[  5.0225   9.1917   2.3377 -13.       2.       2.    ],[0.67876619 0.53511614 0.53672431],306.4931,0.004204273223876953
89,"[ 10.92795354   5.8656       5.7258     -27.           0.
   0.        ]",[0.43092474 0.68133613 0.30323701],326.3365535353536,0.003999948501586914
90,[ 9.9325  5.8852  5.319  25.      1.      2.    ],[0.46843382 0.45112684 0.46910187],273.7283,0.003989696502685547
91,[11.83648485  2.1229      2.4674     20.          0.          0.        ],[0.70850478 0.58733031 0.58185546],287.24618484848486,0.0041544437408447266
92,"[ 24.10165758   9.7277       6.6474     -18.           0.
   0.        ]",[0.30306695 0.47669262 0.18519336],325.72655757575757,0.005000591278076172
93,[13.65354747  8.7232      8.2067     -9.          2.          2.        ],[0.2082177  0.54091422 0.36744115],305.72364747474745,0.005041599273681641
94,"[  6.83956263   0.2903       3.3302     -26.           2.
   2.        ]",[0.60242213 0.88067388 0.81304688],329.2190626262626,0.004000663757324219
95,[5.0225 3.0781 5.4373 1.     2.     2.    ],[0.44747262 0.71219015 0.62039059],295.5071,0.004075527191162109
96,[  5.0225   3.8929   4.4307 -13.       2.       1.    ],[0.52107879 0.73214288 0.64845226],309.6989,0.0030019283294677734
97,[ 5.0225  8.9683  7.2942 10.      1.      1.    ],[0.3235745  0.38402492 0.11024021],278.76,0.006003141403198242
