,custom_adaptation,custom_confidence,custom_score,score_diff,score_improvement[%],custom_time
0,"[0.00000000e+00 6.04708315e+00 0.00000000e+00 2.00000000e+00
 1.20000000e+01 3.25138673e+04 7.10000000e+01]","[0.938722   0.79130711 1.         0.75396346 0.7823371  0.87191562
 0.76147954 0.79430316 0.70723256 0.80652805 0.47306463 0.99      ]",291.95291684700317,,,102.2099244594574
1,"[0.00000000e+00 8.05950682e+00 0.00000000e+00 3.00000000e+00
 1.50000000e+01 3.43168290e+03 7.60000000e+01]","[0.935388   0.81742247 1.         0.77659852 0.82362084 0.87851846
 0.76401869 0.87617774 0.84849618 0.89161372 0.90165657 0.97      ]",288.94049318393644,,,196.94013595581055
2,"[0.00000000e+00 7.06869129e+00 0.00000000e+00 1.00000000e+00
 2.30000000e+01 2.83522556e+04 2.80000000e+01]","[0.89825789 0.88949805 1.         0.75395777 0.85476308 0.90146278
 0.79957698 0.82887058 0.81456572 0.82617778 0.99753642 0.98      ]",291.93130870773,,,132.70284795761108
3,"[0.00000000e+00 8.15808420e+00 0.00000000e+00 2.00000000e+00
 1.40000000e+01 1.64826401e+04 6.40000000e+01]","[0.9209927  0.87407981 1.         0.76920092 0.85776856 0.88526425
 0.77480537 0.85832054 0.82675686 0.85804768 0.97918773 0.99      ]",289.84191580040783,,,169.05359077453613
4,"[0.00000000e+00 6.60260433e+00 0.00000000e+00 4.00000000e+00
 1.40000000e+01 2.37865594e+04 1.00000000e+00]","[0.79868348 0.8282529  1.         0.75780361 0.82564754 0.85148166
 0.72736296 0.82410523 0.71461737 0.77832246 0.97257149 0.97      ]",289.39739567253383,,,93.61858320236206
5,"[0.00000000e+00 5.52364690e+00 0.00000000e+00 4.00000000e+00
 9.00000000e+00 2.84796076e+04 9.30000000e+01]","[0.93777245 0.73126744 1.         0.9077     0.78279206 0.89377127
 0.89539923 0.88433615 0.87651736 0.89334062 0.98390228 1.        ]",290.47635309758675,,,198.0217845439911
6,"[0.00000000e+00 5.11322841e+00 0.00000000e+00 2.00000000e+00
 2.30000000e+01 3.61661081e+04 5.90000000e+01]","[0.92366208 0.94090214 1.         0.87144164 0.94201577 0.90961956
 0.87294566 0.84585735 0.83952652 0.85255244 0.92178988 0.71      ]",292.8867715877512,,,151.8038101196289
7,"[0.00000000e+00 7.10040046e+00 0.00000000e+00 1.00000000e+00
 6.00000000e+00 1.69446039e+04 3.30000000e+01]","[0.92939191 0.87203648 1.         0.7868932  0.86314616 0.91322864
 0.77801031 0.8523223  0.83820358 0.85347894 0.98285693 0.92      ]",291.89959954403605,,,37.30860638618469
8,"[0.00000000e+00 5.87030656e+00 0.00000000e+00 4.00000000e+00
 9.00000000e+00 1.22184923e+04 8.10000000e+01]","[0.93308463 0.81271026 1.         0.80338513 0.84229647 0.86569284
 0.78885796 0.86001064 0.80775982 0.87350122 0.98227239 1.        ]",290.1296934410016,,,129.0882351398468
9,"[0.00000000e+00 6.51984076e+00 0.00000000e+00 3.00000000e+00
 1.00000000e+00 9.72019140e+03 6.40000000e+01]","[0.95315488 0.86366901 1.         0.78783799 0.86646389 0.93278096
 0.77998978 0.90707779 0.82745354 0.9094638  0.99404931 0.95      ]",290.4801592416429,,,77.53224873542786
10,"[0.00000000e+00 6.38837918e+00 0.00000000e+00 3.00000000e+00
 2.10000000e+01 3.08849189e+04 1.70000000e+01]","[0.9193126  0.79167665 1.         0.77834167 0.79309842 0.86764057
 0.76137578 0.83058941 0.78991439 0.8246041  0.93891633 0.92      ]",290.6116208184522,,,98.54788851737976
11,"[0.00000000e+00 5.43790469e+00 0.00000000e+00 1.00000000e+00
 9.00000000e+00 2.76725594e+04 7.90000000e+01]","[0.91773378 0.80160253 1.         0.79668898 0.79250584 0.88314274
 0.811867   0.77162625 0.80534221 0.75873579 0.89600009 0.97      ]",293.56209531141144,,,188.81194615364075
12,"[0.00000000e+00 6.10363808e+00 0.00000000e+00 1.00000000e+00
 1.70000000e+01 2.30060775e+04 5.80000000e+01]","[0.91472082 0.80248064 1.         0.75888815 0.81934954 0.88561031
 0.75644455 0.8171971  0.78136677 0.82236212 0.95778131 0.96      ]",292.89636192152216,,,158.18259930610657
13,"[0.00000000e+00 5.38855005e+00 0.00000000e+00 2.00000000e+00
 2.00000000e+00 3.42170099e+04 8.90000000e+01]","[0.93239012 0.79399271 1.         0.75887621 0.74700543 0.9013985
 0.73812916 0.87177877 0.79312609 0.86918906 0.97677535 0.95      ]",292.6114499495991,,,132.90993070602417
14,"[0.00000000e+00 5.37458320e+00 0.00000000e+00 1.00000000e+00
 1.20000000e+01 2.92952851e+04 4.00000000e+01]","[0.89030501 0.83927397 1.         0.79952339 0.8360668  0.89675547
 0.81267175 0.83168473 0.82127566 0.82224745 0.97576183 0.96      ]",293.62541679699507,,,134.04581999778748
15,"[0.00000000e+00 4.60446635e+01 0.00000000e+00 1.00000000e+00
 1.80000000e+01 3.87629413e+04 6.40000000e+01]","[0.82747787 0.86234547 1.         0.64644141 0.85333227 0.85399802
 0.70404129 0.75040298 0.65644222 0.86557182 0.97791803 0.84      ]",252.95533645860513,,,133.1453342437744
