Unnamed: 0,custom_adaptation,custom_confidence,custom_score,score_diff,score_improvement[%],custom_time
0,[30.39626917  1.46055995  5.4969     24.          1.          0.        ],[0.36530358 0.622388   0.23522797],141.83055421111112,,,0.0
1,"[ 25.30041371   8.93165952   9.2179     -30.           2.
   2.        ]",[0.12720904 0.65082824 0.17936418],55.79543526666666,,,0.0
2,[21.69399817  3.74304893  5.5645     -3.          1.          2.        ],[0.38564114 0.69634484 0.52512866],99.6672844111111,,,0.0
3,"[ 16.03086641   6.46760566   2.2753     -11.           1.
   0.        ]",[0.66404511 0.59247139 0.5637754 ],59.836979866666695,,,0.0
4,[7.2417417  2.78443213 0.1093     7.         0.         0.        ],[0.84842748 0.62587244 0.59350755],77.13732692222223,,,0.0
5,[39.72541146  5.78807755  7.376      22.          1.          0.        ],[0.20193537 0.45208474 0.17303161],119.28680552222221,,,0.001033067703247
6,[17.1068377   1.67355572  0.3543     15.          2.          1.        ],[0.78035983 0.68483139 0.40849119],110.16852657777777,,,0.0009758472442626
7,[35.91007624  4.40667644  1.2094     -4.          0.          2.        ],[0.69156781 0.66157526 0.53192006],124.62229391111111,,,0.0
8,"[ 30.08135033   0.67450342   9.1766     -24.           0.
   1.        ]",[0.15064458 0.84751339 0.12165062],148.99129986666668,,,0.0
9,"[ 43.53548959   7.47877036   6.5188     -24.           2.
   1.        ]",[0.20397956 0.66779376 0.25093653],110.84671771111111,,,0.0
10,"[ 21.19488649   8.16388488   9.862      -15.           0.
   1.        ]",[0.13974551 0.54645845 0.08888549],54.34978784444445,,,0.0009448528289794
11,[33.41753989  2.98468412  0.0659     -6.          2.          0.        ],[0.73243728 0.72646102 0.61415229],133.30324744444445,,,0.0
12,[12.5934048  1.9949279  5.7157    -9.         1.         2.       ],[0.4140925  0.77822692 0.51365719],96.92495388888888,,,0.0
13,[12.39347468  2.33053749  4.9098     -8.          0.          1.        ],[0.50629774 0.73548533 0.49095474],93.12456883333333,,,0.0002655982971191
14,"[ 19.34657939   8.32310493   1.7959     -24.           1.
   0.        ]",[0.67753266 0.58555781 0.48579051],48.65023823333334,,,0.0
15,[38.94992506  4.48427366  7.3424     11.          1.          0.        ],[0.20398554 0.57001733 0.17292668],130.6015413111111,,,0.0
16,[27.47659691  2.90803544  6.0477     22.          1.          1.        ],[0.33484329 0.58824861 0.22474174],120.86763873333334,,,0.0
17,[32.98138552  7.02279904  2.7664     -9.          0.          2.        ],[0.58036348 0.58007204 0.48441466],91.95286631111112,,,0.0
18,[25.27824255  2.88964808  9.1423     -4.          1.          0.        ],[0.15203072 0.70659468 0.12246522],116.16628042222223,,,0.0009989738464355
19,"[ 48.48126115   3.0489601    5.9307     -27.           1.
   2.        ]",[0.24503573 0.82337792 0.25265989],166.1354237777778,,,0.0009980201721191
20,"[ 46.66095284   5.02489345   1.4672     -17.           0.
   0.        ]",[0.61863143 0.67585167 0.69829049],142.3309607,,,0.0
21,"[ 46.94835427   0.87420354   0.7611     -28.           1.
   2.        ]",[0.64959598 0.87285874 0.51951076],184.47652964444444,,,0.0
22,[19.1210108   4.75608521  4.7101     10.          0.          0.        ],[0.49490849 0.53370523 0.33136496],83.81917190000001,,,0.0
23,[35.7354277   8.03866985  2.692       6.          0.          2.        ],[0.57920706 0.45331946 0.20085009],87.91425194444446,,,0.0
24,[ 6.37130757  7.87198212  6.0394     -1.          2.          2.        ],[0.38548874 0.52865365 0.42898674],24.327528955555522,,,0.0
