,custom_adaptation,custom_confidence,custom_score,score_diff,score_improvement[%],custom_time
0,"[  5.46480101   4.7119       4.2436     -26.           1.
   1.        ]",[0.55751603 0.8351993  0.46093866],322.509301010101,,,0.0020613670349121094
1,[11.82641515  8.7927      6.1672      1.          1.          1.        ],[0.33568962 0.50826022 0.16811446],295.86651515151516,,,0.0019931793212890625
2,[11.82641515  2.237       0.4689     28.          2.          2.        ],[0.71130655 0.7370693  0.55428359],281.1205151515152,,,0.0019991397857666016
3,[11.82641515  8.3117      8.3787      8.          2.          1.        ],[0.16344351 0.50024498 0.0942336 ],287.13601515151515,,,0.0010197162628173828
4,[11.82641515  6.1614      1.4723     12.          2.          1.        ],[0.63522349 0.58342272 0.41055598],292.19271515151513,,,0.0010035037994384766
5,"[  5.46480101   0.4669       5.6493     -10.           1.
   2.        ]",[0.45702233 0.84794158 0.47129857],309.348601010101,,,0.0010249614715576172
6,"[  5.46480101   7.0349       8.1232     -25.           1.
   2.        ]",[0.27043635 0.81830484 0.19872342],315.30670101010105,,,0.001996755599975586
7,"[ 11.82641515   8.8031       2.8799     -14.           0.
   2.        ]",[0.66808579 0.46284301 0.38143906],314.1434151515151,,,0.002000093460083008
8,"[  5.46480101   3.0849       6.362      -11.           1.
   1.        ]",[0.38160169 0.77023879 0.34345611],307.017901010101,,,0.0010581016540527344
9,"[  5.46480101   1.7379       5.7494     -21.           2.
   1.        ]",[0.39158401 0.86326713 0.42819085],318.97750101010104,,,0.0022475719451904297
10,[11.82641515  5.6813      5.4029     14.          0.          2.        ],[0.45463562 0.58371557 0.26036726],286.74221515151515,,,0.0009963512420654297
11,"[  5.46480101   4.7324       2.5909     -12.           1.
   1.        ]",[0.66283088 0.81038194 0.51344119],310.141501010101,,,0.0010085105895996094
12,[11.82641515  2.0019      8.2007     19.          1.          1.        ],[0.21595098 0.63036512 0.19518088],282.62381515151515,,,0.0009961128234863281
13,[11.82641515  9.4117      8.2991      4.          2.          2.        ],[0.17306191 0.26610705 0.08985417],290.11561515151516,,,0.0019969940185546875
14,[11.82641515  8.273       9.9694     -5.          0.          2.        ],[0.17307114 0.72916811 0.09608556],298.58401515151513,,,0.002009868621826172
15,[5.46480101 3.7219     1.7726     1.         0.         0.        ],[0.74422563 0.73850101 0.57293329],298.970301010101,,,0.0020101070404052734
16,[5.46480101 9.7242     2.1378     8.         1.         1.        ],[0.65021732 0.26831867 0.31606991],285.602801010101,,,0.0019788742065429688
17,[11.82641515  2.8179      8.5474     23.          2.          2.        ],[0.16529701 0.65560826 0.14903717],277.4611151515152,,,0.0010082721710205078
18,[11.82641515  4.6676      1.2102     26.          2.          1.        ],[0.64361552 0.65691342 0.42959564],279.9486151515151,,,0.0011026859283447266
19,"[  5.46480101   0.9827       1.1607     -17.           0.
   0.        ]",[0.80312326 0.87417474 0.74030542],320.321401010101,,,0.0020017623901367188
20,[ 5.46480101  1.9547      6.0747     -7.          2.          1.        ],[0.34965873 0.80916315 0.35840003],304.43540101010103,,,0.0010006427764892578
21,[11.82641515  4.3925      7.3224     24.          1.          2.        ],[0.26090047 0.62020438 0.17236862],276.11151515151516,,,0.0021386146545410156
22,[ 5.46480101  6.1307      8.6475     -2.          2.          2.        ],[0.18403237 0.74831651 0.14105672],292.686601010101,,,0.0009961128234863281
23,[ 5.46480101  2.2483      7.7264     -3.          2.          1.        ],[0.23763624 0.75613235 0.25481392],298.490101010101,,,0.0019960403442382812
24,"[  5.46480101   4.5808       9.0027     -19.           2.
   0.        ]",[0.17238968 0.81777776 0.18168943],310.881301010101,,,0.000997781753540039
25,[11.82641515  4.0713      1.8712     28.          2.          2.        ],[0.60522484 0.66114495 0.40941125],277.88391515151517,,,0.0020079612731933594
26,[11.82641515  8.8625      9.116       0.          2.          0.        ],[0.13289061 0.65037147 0.08078361],293.84791515151517,,,0.0019981861114501953
27,[11.82641515  4.3945      2.2277     27.          2.          0.        ],[0.55681706 0.65691342 0.37086201],278.20421515151514,,,0.0010080337524414062
28,[5.46480101 3.7271     9.5323     8.         0.         2.        ],[0.21097812 0.35236824 0.16449013],284.205401010101,,,0.0019974708557128906
29,[11.6516  1.7138  4.0442  6.      1.      1.    ],[0.5229846  0.6947528  0.44986061],299.8936,,,0.0019867420196533203
30,"[  5.46480101   6.4143       1.3358     -18.           1.
   1.        ]",[0.74465508 0.81481331 0.55237954],315.714701010101,,,0.0010006427764892578
31,[5.1723 2.1484 1.0321 5.     2.     1.    ],[0.71099528 0.69993831 0.6111767 ],296.9918,,,0.002166271209716797
32,[11.82641515  9.1719      8.6115     27.          2.          2.        ],[0.1444523  0.4864413  0.06516958],267.04301515151514,,,0.0013380050659179688
33,[11.82641515  3.422       1.499      26.          0.          0.        ],[0.71836662 0.65691342 0.49892516],280.9054151515152,,,0.002000570297241211
34,"[  5.46480101   8.4276       0.7777     -24.           1.
   1.        ]",[0.77550407 0.64943138 0.53847776],320.259501010101,,,0.0020279884338378906
35,"[  5.46480101   0.7539       1.9586     -13.           0.
   1.        ]",[0.76526542 0.86265284 0.70178564],315.752301010101,,,0.002082347869873047
36,[ 5.46480101  5.7031      1.4334     -3.          2.          1.        ],[0.67829706 0.77730061 0.49526758],301.328301010101,,,0.0010232925415039062
37,"[  5.46480101   4.6826       5.4336     -29.           1.
   0.        ]",[0.45775254 0.82387991 0.39582266],324.348601010101,,,0.0010006427764892578
38,[11.82641515  9.0654      8.4873     13.          1.          1.        ],[0.18553243 0.46998064 0.08672806],281.27371515151515,,,0.0009996891021728516
39,"[  5.46480101   5.0653       9.3873     -22.           1.
   0.        ]",[0.18926435 0.83603623 0.17936991],313.012201010101,,,0.001004934310913086
40,[11.82641515  5.7125      9.4258      6.          1.          1.        ],[0.15779563 0.56687392 0.1152828 ],290.68811515151515,,,0.0022325515747070312
41,"[  5.46480101   6.8025       1.6754     -24.           1.
   0.        ]",[0.72008144 0.81787287 0.53314801],320.986901010101,,,0.002006053924560547
42,"[  5.46480101   9.6099       2.2064     -18.           0.
   1.        ]",[0.72420858 0.33640941 0.4191645 ],311.64850101010103,,,0.0020017623901367188
43,[11.82641515  4.8573      6.1927     20.          1.          2.        ],[0.33756348 0.60810192 0.21318553],280.77641515151515,,,0.0029909610748291016
44,[11.82641515  1.3926      4.0453     13.          0.          0.        ],[0.56047072 0.65142327 0.45665422],293.38851515151515,,,0.002007007598876953
45,"[  5.46480101   8.7962       2.1554     -18.           1.
   0.        ]",[0.67380624 0.55868365 0.41822652],312.513201010101,,,0.0019998550415039062
46,[11.82641515  7.5076      3.7121      6.          2.          0.        ],[0.45382513 0.50884169 0.26385063],294.6067151515151,,,0.001008749008178711
47,[11.82641515  8.3068      1.1914     -1.          0.          2.        ],[0.76323784 0.57597676 0.45466001],303.32821515151517,,,0.002002716064453125
48,"[  5.46480101   7.8892       4.4377     -27.           2.
   0.        ]",[0.46135695 0.69107332 0.32259081],320.137901010101,,,0.0010063648223876953
49,[11.82641515  9.3206      2.6864     -3.          0.          2.        ],[0.66657936 0.34216751 0.34254046],302.81941515151516,,,0.0020852088928222656
50,[5.46480101 1.297      2.8167     5.         1.         2.        ],[0.65082239 0.48681954 0.56416637],296.35110101010105,,,0.0021004676818847656
51,[11.82641515  4.6787      8.636      18.          0.          2.        ],[0.23156076 0.60009369 0.14901967],280.51171515151515,,,0.001997709274291992
52,[11.82641515  7.2266      2.7946     19.          1.          2.        ],[0.58757872 0.5513116  0.31196372],282.80521515151514,,,0.0010123252868652344
53,"[  5.46480101   6.1555       1.6063     -23.           0.
   1.        ]",[0.77634372 0.82161895 0.58622658],320.703001010101,,,0.001999378204345703
54,[ 5.46480101  0.5766      7.9809     -1.          1.          1.        ],[0.26952547 0.8132577  0.3027391 ],297.90730101010104,,,0.001001119613647461
55,[11.82641515  2.7182      6.3151      5.          1.          0.        ],[0.33622617 0.5676768  0.28997344],297.79311515151517,,,0.0019965171813964844
56,[11.82641515  3.9217      5.9339     30.          2.          2.        ],[0.29815192 0.63689224 0.20542685],271.9708151515151,,,0.002000093460083008
57,[11.82641515  9.9823      7.1537     10.          2.          2.        ],[0.22328174 0.17659401 0.10017847],284.69041515151514,,,0.0010113716125488281
58,"[ 11.82641515   9.0638       3.9636     -12.           0.
   1.        ]",[0.57461745 0.44646227 0.30378871],310.79901515151516,,,0.0019998550415039062
59,"[  6.82800404   8.3058       5.9957     -18.           2.
   0.        ]",[0.32764988 0.58243855 0.21273786],310.526504040404,,,0.0019805431365966797
60,[11.82641515  6.0428      8.3533      5.          2.          0.        ],[0.16658951 0.55889077 0.12612827],292.4303151515152,,,0.00200653076171875
61,[11.82641515  1.6637      1.4716     20.          2.          0.        ],[0.63491176 0.6623425  0.52824257],288.69111515151513,,,0.0011360645294189453
62,"[  5.46480101   4.6345       9.4921     -24.           1.
   2.        ]",[0.2005572  0.81853196 0.19535739],315.338201010101,,,0.0010156631469726562
63,[ 5.46480101  3.0193      8.6345     -7.          2.          0.        ],[0.18433007 0.78009555 0.20333209],300.811001010101,,,0.0010116100311279297
64,"[  5.46480101   5.714        1.3049     -29.           0.
   0.        ]",[0.79179141 0.84749207 0.6310765 ],327.445901010101,,,0.0020132064819335938
65,[ 5.46480101  2.1011      7.0575     -2.          1.          2.        ],[0.33469304 0.84924313 0.31433974],298.306201010101,,,0.0011534690856933594
66,"[  5.46480101   4.6952       7.4077     -17.           2.
   1.        ]",[0.26164094 0.78650787 0.24248701],310.361901010101,,,0.0010001659393310547
67,[11.82641515  2.4522      8.5899     16.          0.          1.        ],[0.23572888 0.58510129 0.19327175],284.78431515151516,,,0.002003908157348633
68,[5.46480101 9.1251     0.4851     6.         2.         1.        ],[0.71760969 0.2881353  0.40885037],289.854601010101,,,0.001995086669921875
69,"[  5.46480101   1.896        8.0447     -29.           2.
   1.        ]",[0.24560533 0.85871269 0.31907041],324.524101010101,,,0.0011296272277832031
70,[11.82641515  1.3684      7.7562     10.          0.          2.        ],[0.30586258 0.57344832 0.2729233 ],292.7018151515151,,,0.0019888877868652344
71,"[  5.46480101   0.9578       2.4749     -18.           2.
   1.        ]",[0.64250049 0.88676323 0.6377202 ],320.032101010101,,,0.002000570297241211
72,"[  5.46480101   7.3093       1.0827     -14.           2.
   0.        ]",[0.69865797 0.69039576 0.49321527],311.072801010101,,,0.001993417739868164
73,"[  5.46480101   4.4085       4.9279     -23.           1.
   0.        ]",[0.4907277  0.82387991 0.4149217 ],319.128401010101,,,0.0010132789611816406
74,[11.82641515  1.6342      7.7461      9.          1.          0.        ],[0.24409476 0.58554301 0.24082025],293.44611515151513,,,0.0019979476928710938
75,"[  5.46480101   3.6061       3.1343     -27.           2.
   0.        ]",[0.58275721 0.80955309 0.53675544],325.724401010101,,,0.00199127197265625
76,"[  5.46480101   3.8741       1.7803     -29.           2.
   0.        ]",[0.6823922  0.85098402 0.61405687],328.81040101010103,,,0.0019960403442382812
77,[ 5.46480101  0.3456      8.0102     -6.          2.          1.        ],[0.23083855 0.8181814  0.30017904],303.109001010101,,,0.002006053924560547
78,[11.82641515  8.7203      3.9449     29.          1.          1.        ],[0.46733675 0.50392108 0.19397563],270.16121515151514,,,0.001995086669921875
79,"[  5.46480101   5.2522       0.542      -16.           0.
   2.        ]",[0.8322696  0.81707004 0.65848699],315.670601010101,,,0.0010046958923339844
80,[11.82641515  2.6747      4.8405     25.          0.          0.        ],[0.47660373 0.64725377 0.33254463],279.31121515151517,,,0.002357959747314453
81,[ 5.46480101  7.0678      5.6591     -4.          1.          1.        ],[0.40780625 0.73536323 0.24867717],296.73790101010104,,,0.001001119613647461
82,"[  5.46480101   2.5299       4.2301     -29.           1.
   1.        ]",[0.57242109 0.8436552  0.54470034],327.70480101010105,,,0.0020449161529541016
83,[11.82641515  9.0918      8.5469      0.          2.          0.        ],[0.1543067  0.44452491 0.08905256],294.18771515151514,,,0.0010073184967041016
84,[11.82641515  6.6491      6.4453     19.          2.          2.        ],[0.2670684  0.55752967 0.15494655],279.73201515151516,,,0.0009982585906982422
85,[11.82641515  6.984       2.1936     27.          0.          2.        ],[0.67547349 0.68838572 0.35044028],275.6488151515151,,,0.0010945796966552734
86,[ 5.46480101  6.8785      1.0063     -6.          2.          0.        ],[0.69652552 0.75190974 0.4857758 ],303.580001010101,,,0.0019979476928710938
87,[11.82641515  1.7066      6.8061     18.          0.          2.        ],[0.36132391 0.64622824 0.28862189],285.31371515151517,,,0.0019898414611816406
88,[11.82641515  8.8058      1.3788     -5.          2.          0.        ],[0.64133291 0.53201156 0.3794855 ],306.6418151515152,,,0.0019974708557128906
89,[11.82641515  5.5464      1.5341     14.          1.          0.        ],[0.67282931 0.61720283 0.43999124],290.74591515151513,,,0.00200653076171875
90,[5.46480101 9.8037     1.8025     6.         0.         1.        ],[0.72358184 0.23582297 0.36058254],287.85860101010104,,,0.0011086463928222656
91,[11.82641515  9.8927      6.6209     19.          1.          2.        ],[0.28964923 0.3244507  0.11188525],276.3128151515151,,,0.0010180473327636719
92,[ 5.46480101  5.1883      6.2591     -1.          0.          2.        ],[0.43263682 0.76056797 0.28647688],295.017401010101,,,0.001996278762817383
93,"[  5.46480101   8.2528       1.1321     -30.           2.
   1.        ]",[0.71813809 0.6394674  0.51733228],326.079901010101,,,0.0010035037994384766
94,"[  5.46480101   3.4376       8.2893     -28.           2.
   1.        ]",[0.22566509 0.84238633 0.26169386],321.73790101010104,,,0.0020051002502441406
