,custom_adaptation,custom_confidence,custom_score,score_diff,score_improvement[%],custom_time
0,"[58.7691004  75.99824988 72.34119674 16.41972917 20.          6.6486
 65.1628     66.9228      1.        ]",[0.95109865 0.19428563 0.29850551 0.53721176],194.00992460161342,,,0.0010492801666259766
1,"[63.69982173 34.5488565  39.22680072 32.79946926 61.         40.9182
 74.0014      6.9528      0.        ]",[0.22630049 0.03337407 0.00037418 0.09736885],257.12469525044594,,,0.0010001659393310547
2,"[47.79493624 81.62652258 43.77644496 62.22965949 52.         73.1564
 67.7624     15.0113      0.        ]",[2.61492013e-01 6.15584960e-01 3.98340089e-05 1.94412265e-01],160.16230921086796,,,0.001990079879760742
3,"[ 0.28847223 70.52669557 79.91772767 47.51763993 39.         18.8794
 71.8153     10.7021      0.        ]",[0.82744065 0.23644587 0.0030504  0.30801567],102.32640906040547,,,0.002000570297241211
4,"[68.8121777   9.73910345 53.91608098 96.00124549 12.         38.6586
 96.5509     56.2362      0.        ]",[0.02233832 0.07285629 0.00057005 0.00390731],209.15574778351086,,,0.0020008087158203125
5,"[68.93587925 65.54786375 42.05462213  5.21418887 24.         91.2625
 84.6136     40.9437      1.        ]",[2.83974216e-01 1.67849418e-02 9.53173367e-05 4.15923149e-02],256.11920450383184,,,0.002000570297241211
6,"[10.4703384  85.80853188 65.66658409 62.9944699  58.         10.344
  2.5777     82.1542      0.        ]",[0.19242089 0.82640023 0.16367598 0.31924317],96.00075252174736,,,0.0019443035125732422
7,"[92.64617323 64.77672994 85.57110369 48.56209902 32.         67.4059
 58.6502     49.9053      0.        ]",[5.48549698e-02 3.60088650e-02 6.01086613e-05 3.00527597e-02],193.73624057928888,,,0.002046823501586914
8,"[74.92979052 10.8208073  33.79283682  3.19067618 45.         62.1058
 21.7593     10.6248      0.        ]",[0.01663425 0.00436437 0.0001222  0.00545436],327.12547022512115,,,0.0010371208190917969
9,"[46.74965713 18.98636135 16.23148736 74.85617573 85.         51.7538
 24.092      44.3696      1.        ]",[0.53148769 0.06563609 0.43372434 0.2274907 ],236.67563267946622,,,0.001958131790161133
10,"[ 6.11986164 97.33486482 43.44728891 46.6204762   1.         78.4576
 22.9664      9.2552      0.        ]",[0.05847428 0.05014844 0.00021295 0.05663923],118.7172317085271,,,0.0020008087158203125
11,"[84.13865972 46.27474621 70.70500947 96.53753801  2.         47.4997
 39.5959     84.0895      0.        ]",[0.01224212 0.01939913 0.00130149 0.03846983],170.6213660292164,,,0.0010144710540771484
12,"[99.08612384 91.77657865 11.64646201 86.36049578 32.         86.7648
 24.7583     23.3558      1.        ]",[0.00922617 0.00397625 0.00088265 0.0089936 ],209.30258740125336,,,0.0010046958923339844
13,"[ 6.85758799 87.18344471 56.40804391 77.66303907 28.         93.6467
 99.7559     79.1174      0.        ]",[0.05227992 0.41726706 0.00067298 0.01534214],85.60306029316871,,,0.0020008087158203125
14,"[47.58035368 30.63064999 39.3352563  81.43014039 78.         68.5678
 16.479      93.1286      0.        ]",[0.02799903 0.26599048 0.00090197 0.15670748],196.18430700068973,,,0.002001047134399414
15,"[83.94462419 64.81952657  2.24845098  4.43886745 45.         82.2747
 16.0048     73.738       1.        ]",[0.0535303  0.00095732 0.00014406 0.0074371 ],312.43777919488605,,,0.0019414424896240234
16,"[11.01865628 49.6765618  72.76135791 31.21073874 53.         59.4822
 90.537      82.9342      0.        ]",[0.57732736 0.38402224 0.00836552 0.21753293],157.36999782532666,,,0.0009992122650146484
17,"[38.9581612  18.21031675 91.63931836 65.65417103 74.          2.1292
 32.4704     74.4502      1.        ]",[0.84837235 0.09626192 0.99066621 0.8505655 ],163.45435506097792,,,0.0010008811950683594
18,"[50.68923905  6.50679257 59.27655685 15.66458319 93.         85.9565
 25.6339     23.5499      1.        ]",[3.09795516e-02 5.12287399e-03 4.78361799e-05 5.29957820e-02],269.24130644415925,,,0.001943349838256836
19,"[83.47017837 38.77617911 70.29533245 15.32971997 62.         25.7592
 45.4759     74.9427      0.        ]",[0.17035672 0.00975583 0.00242694 0.04666581],259.06894684200023,,,0.0020003318786621094
20,"[92.65865197 85.34733604 34.33547084 11.19260804 88.         75.5256
 16.7215     31.7352      1.        ]",[5.98613768e-02 3.91568354e-03 3.71270689e-05 9.35715614e-03],261.78323704709976,,,0.0020003318786621094
21,"[64.46550327 41.41662852 53.65752686 56.81092857 91.          4.9367
 97.2327     99.9934      0.        ]",[0.04942565 0.11553201 0.0086873  0.09031603],212.58041932011196,,,0.002000093460083008
22,"[10.36829583  8.92414855 15.09732066 51.9189036  62.         62.4024
 59.5036     62.7383      0.        ]",[8.75576929e-03 1.00822249e-01 1.14835857e-05 2.32980085e-02],234.4279230118337,,,0.001008749008178711
23,"[89.53827035 10.80066152 83.53172846 76.72672529 95.         74.0492
 40.309      25.9153      1.        ]",[9.36649004e-02 1.15196193e-02 7.42255797e-05 1.42670423e-02],218.4791550748475,,,0.0010006427764892578
24,"[79.99853437  5.75730272 94.55680693  0.18089559 69.         74.6696
 90.4683     73.8133      0.        ]",[0.01296834 0.00393737 0.00068933 0.00500467],279.5035291249226,,,0.0010004043579101562
25,"[78.3783818  23.58542138 70.0846746  11.39628677 59.         52.1599
  2.9254     40.4167      1.        ]",[0.10815316 0.01198483 0.00165075 0.08093999],273.3119990447643,,,0.002001047134399414
26,"[33.37601584 58.38056827 53.19868558 31.91744411 64.         44.0877
 21.1012     50.1676      0.        ]",[0.29586143 0.37950231 0.00107794 0.33962426],189.87931787549164,,,0.0020003318786621094
27,"[88.57848644  1.64854769 18.47287629 58.0429286  47.         14.2541
 64.4723     72.9513      0.        ]",[0.00596838 0.00612254 0.00100871 0.00621593],310.4141338600839,,,0.0010199546813964844
28,"[11.50276847 26.78057011 45.87801133  3.98265331 90.          2.5129
 64.5584     43.9557      1.        ]",[0.89365642 0.01160087 0.00648345 0.14798294],234.86153372331094,,,0.0010006427764892578
29,"[33.46876803 40.84750528 20.88228261 27.7473938  31.         53.7267
 94.6736     15.0128      0.        ]",[2.22469287e-01 2.85038374e-01 1.22635160e-04 1.53870840e-02],243.9915863387685,,,0.0019998550415039062
