CustomMemory,SHAPMemory,FIMemory,FitestMemory,RandomMemory,NSGA3Memory
0.22273540496826172,0.02266216278076172,0.02260875701904297,1.5433578491210938,0.011697769165039062,5.138384819030762
0.2267627716064453,0.01941967010498047,0.01936626434326172,3.2723522186279297,0.011697769165039062,5.2774858474731445
0.2267627716064453,0.02040386199951172,0.02040386199951172,4.071659088134766,0.011697769165039062,5.322517395019531
0.22678565979003906,0.01867961883544922,0.01867961883544922,3.3851633071899414,0.011697769165039062,5.35350227355957
0.2267627716064453,0.01948833465576172,0.01948833465576172,2.462034225463867,0.011697769165039062,5.642056465148926
0.2267627716064453,0.01976299285888672,0.01976299285888672,3.2709264755249023,0.011697769165039062,5.29254150390625
0.2267627716064453,0.01857280731201172,0.01857280731201172,4.0734357833862305,0.011697769165039062,5.540329933166504
0.2267627716064453,0.01932048797607422,0.01932048797607422,4.07457160949707,0.011697769165039062,5.397098541259766
0.2267627716064453,0.02057170867919922,0.02057170867919922,2.954209327697754,0.011697769165039062,5.377739906311035
0.22677040100097656,0.02138042449951172,0.02138042449951172,3.210301399230957,0.011697769165039062,5.05966854095459
0.22677040100097656,0.01895427703857422,0.01895427703857422,3.2700510025024414,0.011697769165039062,5.341442108154297
0.2267627716064453,0.01948833465576172,0.01948833465576172,3.3606414794921875,0.011697769165039062,5.551969528198242
0.22092914581298828,0.01819133758544922,0.01819133758544922,3.2603721618652344,0.011697769165039062,5.051663398742676
0.2267627716064453,0.01838207244873047,0.01838207244873047,3.3829126358032227,0.011697769165039062,5.428375244140625
0.2267627716064453,0.03485298156738281,0.03485298156738281,3.5038280487060547,0.011697769165039062,5.606633186340332
0.2267627716064453,0.01884746551513672,0.01884746551513672,3.8798437118530273,0.011697769165039062,5.383167266845703
0.2267627716064453,0.02260112762451172,0.02260112762451172,4.0083160400390625,0.011697769165039062,5.16910457611084
0.2267627716064453,0.01977825164794922,0.01977825164794922,3.2237014770507812,0.011697769165039062,5.597307205200195
