Unnamed: 0,custom_adaptation,custom_confidence,custom_score,custom_time
0,"[ 10.06102121  75.95406768  99.9967      64.80746061 100.
   0.          61.70593434  20.20515758   1.        ]",[0.96058661 0.809895   0.99743146 0.93707859],0.40975252019999997,3.816899299621582
1,"[  1.0515      24.81781515  59.9967      31.89307677 100.
   0.          61.72591818  15.20515758   1.        ]",[0.9390789  0.80605565 0.96660835 0.80528358],0.54727893435,4.792094469070435
2,"[ 1.06102121 97.94433535 99.9967     84.78177576 94.92929293  0.
 28.32624141 78.77865455  0.        ]",[0.90092163 0.92775545 0.9774909  0.57745049],0.4546498952125,0.4880833625793457
3,"[ 1.06102121 88.85674444 99.9967     84.80746061 94.90909091  5.1726798
 64.71592626 20.20515758  0.        ]",[0.90194087 0.95023716 0.40720978 0.54076435],0.3407821982374999,0.9348666667938232
4,"[ 10.06102121  74.84701212  99.9967      19.24239394 100.
   0.          61.70593434  20.20515758   1.        ]",[0.96058661 0.80974101 0.99118739 0.95131267],0.4680926729874999,3.1634716987609863
5,"[ 10.06102121  85.95406768  99.9967      81.80746061 100.
   0.          70.80585354  20.20515758   1.        ]",[0.96058661 0.80665967 0.99637657 0.95533194],0.36462762120000003,2.377730131149292
6,"[ 1.06102121 73.73022424 77.87657879 84.79033737  0.         52.5813899
  0.         87.86764545  1.        ]",[0.01135551 0.65399403 0.99995971 0.98151382],0.37493767045000004,0.4347550868988037
7,"[  1.06102121  97.95406768  99.9967      84.78177576 100.
   0.           0.          37.38313939   0.        ]",[0.36030668 0.91267688 0.99918193 0.92835127],0.44463952144999996,0.7513291835784912
8,"[  6.06102121  76.81781515  99.9967      64.83314545 100.
   0.          70.72591818  20.20515758   1.        ]",[0.96058661 0.80583787 0.99782926 0.93707859],0.39236575001249996,3.733973264694214
9,"[ 10.06102121  75.95406768  99.9967      64.80746061 100.
   0.          61.70593434  20.20515758   1.        ]",[0.96058661 0.809895   0.99743146 0.93707859],0.40975252019999997,4.166067123413086
10,"[ 10.06102121  85.95406768  99.9967      81.80746061 100.
   0.          70.71592626  20.20515758   1.        ]",[0.96058661 0.80665967 0.99637657 0.95533194],0.3647400303,2.409099817276001
11,"[  1.06102121  23.82754747  99.9967      35.78177576 100.
   0.           6.28627374  17.37325152   1.        ]",[0.89419972 0.80070056 0.98149657 0.86503758],0.5656774697,9.749473810195925
12,"[  7.11814848  68.6718303   99.9967      74.6961596  100.
  23.33790303   0.          78.77865455   0.        ]",[0.22083112 0.87600053 0.9992649  0.93490633],0.523992762625,0.7681972980499268
13,"[ 10.06102121  85.95406768  99.9967      81.80746061 100.
   0.          70.80585354  20.20515758   1.        ]",[0.96058661 0.80665967 0.99637657 0.95533194],0.36462762120000003,2.597302198410034
14,"[ 1.06102121 97.94433535 73.74644747 84.78177576 94.90909091  0.
 28.28627374 78.77865455  0.        ]",[0.89433273 0.90833964 0.97500312 0.47292489],0.48748741793749994,0.7884581089019775
15,"[  1.06102121  51.82754747  98.9967      19.89307677 100.
   0.           6.14638687  20.20515758   1.        ]",[0.89631348 0.81885158 0.96755141 0.82025105],0.5555030846,9.593950033187866
16,"[  6.06102121  74.84701212  99.9967      64.80746061 100.
   0.          61.70593434  20.20515758   1.        ]",[0.96058661 0.80428738 0.99761629 0.93707859],0.40613633964999996,2.278952121734619
17,"[ 1.06102121 90.87620909 99.9967     84.78177576 94.90909091 23.32920707
 64.66596667 78.77865455  0.        ]",[0.8802741  0.92769048 0.98454672 0.57745049],0.38887363509999995,0.5032835006713867
18,"[ 10.06102121  85.95406768  99.9967      81.80746061 100.
   0.          70.80585354  20.20515758   1.        ]",[0.96058661 0.80665967 0.99637657 0.95533194],0.36462762120000003,2.3072493076324463
19,"[ 1.06102121 90.87620909 99.9967     94.86739192  0.         49.55530202
  0.         20.20515758  0.        ]",[0.05465645 0.87573594 0.99978083 0.98556038],0.23246321970000006,0.1930389404296875
20,"[  6.06102121  74.82754747  99.9967      64.86739192 100.
   0.          61.70593434  20.20515758   1.        ]",[0.96058661 0.80428738 0.99761629 0.93707859],0.406085756325,2.6792798042297363
21,"[  2.06102121  74.81781515  99.9967      42.49924242 100.
   0.          70.83582929  20.20515758   1.        ]",[0.96058661 0.80132474 0.99729484 0.93465495],0.4176457399125,4.119272947311401
22,"[ 10.06102121  85.95406768  99.9967      81.79033737 100.
   0.          70.72591818  20.20515758   1.        ]",[0.96058661 0.80665967 0.99637657 0.95533194],0.36474894445000006,1.866707801818848
23,"[ 1.06102121 75.73022424 99.9967     84.78177576 94.90909091 23.32920707
 38.41616869 78.77865455  0.        ]",[0.87538436 0.92034432 0.97602493 0.54743915],0.44061836363749995,0.4827773571014404
24,"[ 1.06102121 90.87620909 99.9967     84.78177576 94.90909091 23.32920707
 64.66596667 78.77865455  0.        ]",[0.8802741  0.92769048 0.98454672 0.57745049],0.38887363509999995,0.5182514190673828
25,"[ 1.06102121 97.95406768 99.9967     81.75609091 94.93939394 10.25094343
 64.71592626 20.20515758  0.        ]",[0.87958754 0.9288131  0.75091743 0.54076435],0.32691480556249997,0.4748270511627197
26,"[  1.06102121  18.73995657  99.9967      19.78177576 100.
   0.          61.71592626  37.92697273   1.        ]",[0.8809675  0.87516784 0.84954065 0.81745399],0.5484420441875,9.889246940612791
27,"[ 1.06102121 90.87620909 99.9967     84.78177576  0.         14.25094343
 98.9957      0.          0.        ]",[0.66396271 0.83556054 0.96593064 0.61935369],0.14019961616249998,0.1174769401550293
28,"[ 1.06102121 97.94433535 99.9967     84.78177576 81.71717172 16.26833535
 64.64598283 78.77865455  0.        ]",[0.8802741  0.93258589 0.97858638 0.57745049],0.3723996477375001,0.3837430477142334
29,"[43.8443     85.5432     55.6313     87.80746061 54.         23.0321
 17.0318     46.9137      1.        ]",[0.96058661 0.34249058 0.99758255 0.94205628],0.46964017423750004,0.2268562316894531
30,"[  7.11814848  90.87620909  73.77647778  84.79033737 100.
  99.9901       0.          79.78854242   0.        ]",[0.03623163 0.32217283 0.99565578 0.9930964 ],0.42184195832500004,1.139420986175537
31,"[ 1.06102121 90.87620909 99.9967     84.78177576  0.         40.47703838
  0.         75.74899091  0.        ]",[0.05067875 0.8835906  0.99998021 0.98481902],0.32584786111249997,0.4292941093444824
32,"[ 1.06102121 90.87620909 99.9967     84.80746061 78.71717172 52.5813899
 64.71592626 75.74899091  0.        ]",[0.80916337 0.92529571 0.86117685 0.57745049],0.3281868724750001,1.7035839557647705
33,"[5.15000000e-02 9.79540677e+01 9.99967000e+01 8.47817758e+01
 4.64646465e+01 1.62683354e+01 8.38458212e+01 2.02051576e+01
 0.00000000e+00]",[0.88175943 0.93900382 0.50249994 0.56378353],0.22984325500000002,0.0875194072723388
34,"[38.41330606 97.94433535 99.9967     84.78177576 94.8989899  23.32920707
 18.18635455 75.77865455  1.        ]",[0.959476   0.68403614 0.99996424 0.96127206],0.481065722225,0.78141188621521
35,"[ 1.06102121 97.94433535 73.74644747 84.78177576 94.90909091  0.
 28.36620909 78.77865455  0.        ]",[0.89433273 0.90833964 0.97500312 0.47292489],0.48738749875,1.1306350231170654
36,"[  1.0515      51.95406768  59.9967      41.80746061 100.
   0.          61.74590202   7.20515758   1.        ]",[0.95799857 0.81698593 0.88610762 0.81713627],0.49094065908750006,4.904059410095215
37,"[  3.06102121  75.95406768  99.9967      42.6447899  100.
   0.          61.71592626  20.20515758   1.        ]",[0.96058661 0.80735887 0.99641848 0.93465495],0.4286933686875001,4.194012641906738
38,"[  1.0515      51.95406768  59.9967      41.80746061 100.
   0.          61.71592626   7.20515758   1.        ]",[0.95799857 0.81698593 0.88610762 0.81713627],0.4909781287875,4.819648027420044
39,"[ 1.06102121 98.95406768 99.9967     86.9102      0.          0.
 98.98570808 20.22493333  1.        ]",[0.42775021 0.81012844 0.99371439 0.90970171],0.170549098475,0.5042157173156738
40,"[ 10.06102121  85.95406768  99.9967      81.9102     100.
   0.          70.71592626  20.20515758   1.        ]",[0.96058661 0.80665967 0.99637657 0.95533194],0.3646116060625,0.2706668376922607
41,"[ 1.0515     90.87620909 99.9967     84.79033737 94.90909091  0.
 80.81584545 20.20515758  0.        ]",[0.90194087 0.94884223 0.66090333 0.54076435],0.3246083207250001,0.4968643188476562
42,"[ 1.06102121 79.81781515 99.9967     79.77321414  0.         49.55530202
  0.         46.53145758  0.        ]",[0.04974164 0.84792685 0.99989593 0.98516635],0.29806180935000004,1.5638706684112549
43,"[  1.0515      24.81781515  59.9967      31.83314545 100.
   0.          61.71592626  15.20515758   1.        ]",[0.9390789  0.80605565 0.96660835 0.80528358],0.5473663384,6.010444164276123
44,"[ 10.10862727  85.95406768  99.9967      81.86739192 100.
   0.          70.70593434  20.20515758   1.        ]",[0.96058661 0.80665967 0.99637657 0.95533194],0.36473711363750005,3.126838445663452
45,"[  1.0515      97.95406768  81.81651818  84.79033737 100.
   0.           0.          75.74899091   1.        ]",[0.26899913 0.80715078 0.99994922 0.98223135],0.5152994595999999,0.8330597877502441
46,"[  6.06102121  74.94433535  99.9967      64.80746061 100.
   0.          61.80585354  20.20515758   1.        ]",[0.96058661 0.80428738 0.99761629 0.93707859],0.4058897866125001,3.062288284301758
47,"[ 1.06102121 97.95406768 99.9967     84.79033737 94.90909091  5.1726798
 72.72591818 20.20515758  0.        ]",[0.90194087 0.9288131  0.67869192 0.54076435],0.3194194583375001,0.2462668418884277
48,"[ 3.06102121 97.94433535 99.9967     66.62766667 94.90909091 52.5813899
 11.11641111 79.8478697   0.        ]",[0.5194819  0.89048609 0.96501189 0.50359447],0.43693934848750005,1.0110397338867188
49,"[  1.06102121  75.73022424  68.68638687  84.85026869 100.
  16.26833535   0.          75.86764545   0.        ]",[0.18219287 0.93181729 0.99945611 0.91233922],0.5392418143875,2.5562450885772705
50,"[  6.06102121  76.81781515  99.9967      64.80746061 100.
   0.          70.72591818  20.20515758   1.        ]",[0.96058661 0.80583787 0.99782926 0.93707859],0.3923978560625,3.121665000915528
51,"[17.19431818 30.30200202 99.9967     87.81602222 94.94949495 49.73791717
 54.54606364 46.4721303   1.        ]",[0.94857121 0.58600342 0.99666935 0.91172271],0.420271547975,2.776606321334839
52,"[  6.06102121  76.82754747  99.9967      64.80746061 100.
   0.          70.80585354  20.20515758   1.        ]",[0.96058661 0.80583787 0.99782926 0.93707859],0.3922857714625,3.0338165760040283
53,"[  3.06102121  74.84701212  98.9967      19.80746061 100.
  17.73791717   5.71592626  20.20515758   1.        ]",[0.81967225 0.80033526 0.99422812 0.85899161],0.5077014532874999,13.630066394805908
54,"[15.19431818 63.63290101 99.9967     84.78177576 94.90909091 23.32920707
 28.30625758 78.77865455  0.        ]",[0.8590543  0.85147573 0.98908025 0.54743915],0.4860440277749999,0.684424638748169
55,"[ 1.06102121 97.95406768 73.74644747 84.80746061 94.90909091 10.2161596
 28.43615253 47.4721303   0.        ]",[0.89359852 0.89864543 0.96399873 0.47292489],0.4353524431624999,2.106475830078125
56,"[ 1.06102121 90.87620909 99.9967     94.86739192  0.         49.55530202
  0.         20.20515758  0.        ]",[0.05465645 0.87573594 0.99978083 0.98556038],0.23246321970000006,0.194448709487915
57,"[  1.06102121  90.95406768  99.9967      53.54205051 100.
   5.1726798   70.70593434  78.86764545   0.        ]",[0.862394   0.94640581 0.89423734 0.50359447],0.44944654291249997,0.991990327835083
58,"[  6.06102121  75.84701212  99.9967      64.80746061 100.
   0.          70.72591818  20.20515758   1.        ]",[0.96058661 0.80583787 0.99782926 0.93707859],0.39361135984999995,2.4084131717681885
59,"[ 10.06102121  85.94433535  99.9967      81.86739192 100.
   0.          70.80585354  20.20515758   1.        ]",[0.96058661 0.80665967 0.99637657 0.95533194],0.364564872475,4.494275808334351
60,"[ 1.06102121 97.95406768 99.9967     90.86739192 94.90909091  9.25094343
 72.72591818 20.20515758  0.        ]",[0.88872045 0.9288131  0.60709953 0.54076435],0.30672531061249997,1.0016794204711914
61,"[ 1.06102121 85.84701212 99.9967     84.83314545 88.86868687  5.1726798
  0.         46.57100909  1.        ]",[0.34372552 0.9052358  0.99986684 0.98663157],0.45081397474999985,2.057854652404785
