CustomMemory,SHAPMemory,FIMemory,FitestMemory,RandomMemory
0.8355579376220703,0.4120206832885742,0.4120206832885742,140.61577606201172,0.011697769165039062
0.3872499465942383,0.1275033950805664,0.1274728775024414,140.34165000915527,0.011697769165039062
0.3224010467529297,0.7711248397827148,0.7711095809936523,140.76904582977295,0.011697769165039062
0.24410438537597656,0.07201004028320312,0.07199478149414062,140.72526836395264,0.011697769165039062
0.24510669708251953,0.07445335388183594,0.07443809509277344,140.42676830291748,0.011697769165039062
0.2825593948364258,0.6393032073974609,0.6392879486083984,140.44895458221436,0.011697769165039062
0.24411964416503906,0.07501888275146484,0.07500362396240234,140.349383354187,0.011697769165039062
0.5453109741210938,1.167104721069336,1.1670894622802734,140.8662748336792,0.011697769165039062
0.49457263946533203,0.7453727722167969,0.7453575134277344,140.50080394744873,0.011697769165039062
0.24411964416503906,0.2078533172607422,0.2078380584716797,140.40964031219482,0.011697769165039062
0.2702217102050781,0.8558788299560547,0.8558635711669922,140.3124647140503,0.011697769165039062
0.32582855224609375,0.3720855712890625,0.3720703125,140.4279661178589,0.011697769165039062
0.3456106185913086,0.7273082733154297,0.7272930145263672,140.7819013595581,0.011697769165039062
0.28291797637939453,1.056131362915039,1.056131362915039,140.44827556610107,0.011697769165039062
2.1242380142211914,0.9765033721923828,0.9764881134033203,140.74508953094482,0.011697769165039062
0.2598085403442383,0.08111286163330078,0.08109760284423828,140.4905881881714,0.011697769165039062
0.2782564163208008,0.139190673828125,0.1391754150390625,140.47356700897217,0.011697769165039062
0.24444007873535156,0.235626220703125,0.2356109619140625,140.70287609100342,0.011697769165039062
0.26329517364501953,0.8781709671020508,0.8781557083129883,140.59282970428467,0.011697769165039062
0.24444007873535156,0.04377460479736328,0.04375934600830078,140.72227001190186,0.011697769165039062
0.3604097366333008,0.8883638381958008,0.8883485794067383,140.40001964569092,0.011697769165039062
1.2112197875976562,0.5240726470947266,0.5240726470947266,140.54350566864014,0.011697769165039062
0.2895088195800781,0.15191364288330078,0.15189838409423828,140.5463056564331,0.011697769165039062
0.24941062927246094,0.5686254501342773,0.5686254501342773,140.79966259002686,0.011697769165039062
0.2475109100341797,0.18623828887939453,0.18622303009033203,140.7927122116089,0.011697769165039062
0.24445533752441406,0.09691905975341797,0.09690380096435547,140.78608989715576,0.011697769165039062
0.2571687698364258,0.13181400299072266,0.13179874420166016,140.33777904510498,0.011697769165039062
0.24410438537597656,0.05246734619140625,0.05245208740234375,140.85876750946045,0.011697769165039062
0.5461034774780273,0.5024805068969727,0.5024652481079102,140.85949993133545,0.011697769165039062
