Unnamed: 0,custom_adaptation,custom_confidence,custom_score,score_diff,score_improvement[%],custom_time
0,"[15.19431818 97.94433535 99.9967     84.78177576 92.92929293 41.48573434
 23.23631414 78.77865455  1.        ]",[0.959476   0.68403614 0.99995959 0.96127206],0.4243217575875,,,0.0573656558990478
1,"[ 1.06102121 98.95406768 99.9967     81.75609091 93.93939394 14.25094343
 71.71592626 20.20515758  1.        ]",[0.96058661 0.85438863 0.99949586 0.95533194],0.3106648055625,,,0.035377025604248
2,"[ 1.06102121 97.94433535 99.9967     84.78177576 92.92929293  0.1292
 32.32624141 78.77865455  0.        ]",[0.90092163 0.92775545 0.9774909  0.57745049],0.4469883952125,,,0.0574676990509033
3,"[5.15000000e-02 9.89540677e+01 9.99967000e+01 8.78074606e+01
 9.09090909e+01 6.18137576e+00 7.27259182e+01 8.18083182e+01
 0.00000000e+00]",[0.86457117 0.93719152 0.84288877 0.57745049],0.3838792335500001,,,0.0224976539611816
4,"[ 1.06102121 87.84701212 99.9967     21.24239394 71.71717172  2.14659192
 70.70593434 20.20515758  1.        ]",[0.96058661 0.92713808 0.99786925 0.96586733],0.38880589773749996,,,0.0245242118835449
5,"[ 1.06102121 87.84701212 99.9967     87.80746061 96.96969697  5.1726798
 70.70593434 20.20515758  1.        ]",[0.96058661 0.89569581 0.99605775 0.95533194],0.3333826111124999,,,0.0379459857940673
6,"[ 1.0515     83.81781515 98.9967     86.80746061 92.91919192  0.
 80.81584545 19.20515758  1.        ]",[0.96058661 0.8137338  0.9974758  0.93412207],0.3284225353625,,,0.0350134372711181
7,"[1.06102121e+00 9.89540677e+01 9.99967000e+01 8.47817758e+01
 9.09090909e+01 1.29200000e-01 6.50000000e-03 3.83831394e+01
 0.00000000e+00]",[0.36030668 0.91267688 0.99918193 0.92835127],0.43310626001249997,,,0.0639488697052002
8,"[5.15000000e-02 8.48178152e+01 9.99967000e+01 2.72937636e+01
 9.69696970e+01 2.63552949e+01 6.16160071e+01 2.02051576e+01
 1.00000000e+00]",[0.96058661 0.82970796 0.9979195  0.95673079],0.39643346725000006,,,0.0453267097473144
9,"[ 1.06102121 85.82754747 99.9967     87.80746061 90.90909091  7.19007172
 74.74590202 20.20515758  1.        ]",[0.96058661 0.89569581 0.99662316 0.95533194],0.32075948484999994,,,0.0363624095916748
10,"[5.15000000e-02 9.08762091e+01 9.99967000e+01 6.86447899e+01
 9.39393939e+01 2.33292071e+01 7.27259182e+01 3.53534758e+01
 1.00000000e+00]",[0.96058661 0.81281581 0.99941111 0.94507428],0.34221443175,,,0.0579829216003418
11,"[ 1.06102121 85.82754747 99.9967     87.80746061 90.90909091  2.14659192
 72.72591818 20.20515758  1.        ]",[0.96058661 0.89569581 0.996185   0.95533194],0.3295888144,,,0.0332579612731933
12,"[ 1.06102121 97.94433535 99.9967     84.78177576  0.          0.1292
 80.80585354 20.20515758  0.        ]",[0.44382833 0.90841321 0.99751604 0.87759175],0.19701039267499998,,,0.0484516620635986
13,"[ 1.06102121 87.84701212 99.9967     92.85026869 96.96969697 16.26833535
 71.71592626 20.20515758  1.        ]",[0.96058661 0.89569581 0.99857414 0.95533194],0.31194704167499987,,,0.0580024719238281
14,"[ 1.06102121 97.94433535 99.9967     84.78177576 92.92929293  0.1292
 32.32624141 78.77865455  0.        ]",[0.90092163 0.92775545 0.9774909  0.57745049],0.4469883952125,,,0.0603115558624267
15,"[ 1.06102121 98.95406768 99.9967     21.24239394 71.71717172  2.14659192
 70.70593434 20.20515758  1.        ]",[0.96058661 0.89684885 0.99775797 0.96586733],0.3749220782875,,,0.0239508152008056
16,"[ 1.06102121 87.84701212 99.9967     87.80746061 96.96969697  5.1726798
 70.70593434 20.20515758  1.        ]",[0.96058661 0.89569581 0.99605775 0.95533194],0.3333826111124999,,,0.0230209827423095
